Month,Day,Year,Time,soil_temp_05cm_VC,soil_temp_20cm_VC,soil_temp_35cm_VC,temp_unit
7,10,2023,8:40:45 PM,29.3,28,25.8,deg_C
7,10,2023,8:20:45 PM,29.8,28.1,25.7,deg_C
7,10,2023,8:00:45 PM,30.3,28.1,25.6,deg_C
7,10,2023,7:40:45 PM,30.8,28.1,25.6,deg_C
7,10,2023,7:20:45 PM,31.4,28.1,25.5,deg_C
7,10,2023,7:00:45 PM,32,28.1,25.4,deg_C
7,10,2023,6:40:45 PM,32.6,28.1,25.3,deg_C
7,10,2023,6:20:45 PM,33.3,28,25.2,deg_C
7,10,2023,6:00:45 PM,33.9,27.9,25.1,deg_C
7,10,2023,5:40:45 PM,34.5,27.8,25,deg_C
7,10,2023,5:20:45 PM,34.9,27.6,24.8,deg_C
7,10,2023,5:00:45 PM,35.3,27.5,24.8,deg_C
7,10,2023,4:40:45 PM,35.6,27.3,24.6,deg_C
7,10,2023,4:20:45 PM,35.8,27.1,24.5,deg_C
7,10,2023,4:00:44 PM,36,26.7,24.3,deg_C
7,10,2023,3:40:45 PM,36,26.7,24.3,deg_C
7,10,2023,3:20:45 PM,35.9,26.5,24.2,deg_C
7,10,2023,3:00:45 PM,35.7,26.2,24.1,deg_C
7,10,2023,2:40:45 PM,35.5,26,24,deg_C
7,10,2023,2:20:45 PM,35.1,25.7,24,deg_C
7,10,2023,2:00:46 PM,34.7,25.4,23.9,deg_C
7,10,2023,1:40:46 PM,34.2,25.1,23.8,deg_C
7,10,2023,1:20:46 PM,33.6,24.9,23.8,deg_C
7,10,2023,1:00:46 PM,32.9,24.6,23.7,deg_C
7,10,2023,12:40:46 PM,32.1,24.4,23.6,deg_C
7,10,2023,12:20:46 PM,31.3,24.1,23.6,deg_C
7,10,2023,12:00:46 PM,30.4,24,23.6,deg_C
7,10,2023,11:40:46 AM,29.5,23.8,23.6,deg_C
7,10,2023,11:20:46 AM,28.5,23.6,23.6,deg_C
7,10,2023,11:00:46 AM,27.6,23.5,23.6,deg_C
7,10,2023,10:40:46 AM,26.7,23.3,23.6,deg_C
7,10,2023,10:20:46 AM,25.8,23.3,23.7,deg_C
7,10,2023,10:00:46 AM,25,23.2,23.8,deg_C
7,10,2023,9:40:46 AM,24.2,23.2,23.8,deg_C
7,10,2023,9:20:46 AM,23.5,23.2,23.8,deg_C
7,10,2023,9:00:46 AM,22.9,23.2,23.9,deg_C
7,10,2023,8:40:46 AM,22.4,23.3,24,deg_C
7,10,2023,8:20:46 AM,22,23.3,24,deg_C
7,10,2023,8:00:46 AM,21.6,23.4,24.1,deg_C
7,10,2023,7:40:46 AM,21.4,23.5,24.1,deg_C
7,10,2023,7:20:46 AM,21.2,23.6,24.2,deg_C
7,10,2023,7:00:47 AM,21.1,23.6,24.3,deg_C
7,10,2023,6:40:47 AM,21.1,23.8,24.3,deg_C
7,10,2023,6:20:47 AM,21.1,23.9,24.4,deg_C
7,10,2023,6:00:47 AM,21.2,24,24.5,deg_C
7,10,2023,5:40:47 AM,21.3,24.1,24.5,deg_C
7,10,2023,5:20:47 AM,21.5,24.2,24.6,deg_C
7,10,2023,5:00:47 AM,21.6,24.3,24.7,deg_C
7,10,2023,4:40:47 AM,21.8,24.5,24.7,deg_C
7,10,2023,4:20:47 AM,22,24.6,24.8,deg_C
7,10,2023,4:00:47 AM,22.1,24.7,24.8,deg_C
7,10,2023,3:40:47 AM,22.3,24.8,24.9,deg_C
7,10,2023,3:20:47 AM,22.5,25,25,deg_C
7,10,2023,3:00:47 AM,22.6,25.1,25,deg_C
7,10,2023,2:40:47 AM,22.8,25.2,25.1,deg_C
7,10,2023,2:20:47 AM,23.1,25.4,25.1,deg_C
7,10,2023,2:00:47 AM,23.3,25.5,25.2,deg_C
7,10,2023,1:40:47 AM,23.5,25.6,25.3,deg_C
7,10,2023,1:20:47 AM,23.6,25.8,25.3,deg_C
7,10,2023,1:00:47 AM,23.9,25.9,25.3,deg_C
7,10,2023,12:40:47 AM,24.1,26.1,25.4,deg_C
7,10,2023,12:20:47 AM,24.5,26.2,25.4,deg_C
7,10,2023,12:00:47 AM,24.7,26.3,25.5,deg_C
7,9,2023,11:40:47 PM,25,26.5,25.5,deg_C
7,9,2023,11:20:47 PM,25.3,26.6,25.5,deg_C
7,9,2023,11:00:48 PM,25.6,26.7,25.5,deg_C
7,9,2023,10:40:48 PM,26,26.8,25.5,deg_C
7,9,2023,10:20:48 PM,26.3,27,25.5,deg_C
7,9,2023,10:00:48 PM,26.6,27.1,25.5,deg_C
7,9,2023,9:40:48 PM,27.1,27.2,25.5,deg_C
7,9,2023,9:20:48 PM,27.5,27.3,25.4,deg_C
7,9,2023,9:00:48 PM,28,27.4,25.4,deg_C
7,9,2023,8:40:48 PM,28.4,27.5,25.3,deg_C
7,9,2023,8:20:48 PM,29,27.5,25.2,deg_C
7,9,2023,8:00:48 PM,29.5,27.6,25.2,deg_C
7,9,2023,7:40:48 PM,30,27.6,25.1,deg_C
7,9,2023,7:20:48 PM,30.6,27.6,25.1,deg_C
7,9,2023,7:00:48 PM,31.3,27.6,25,deg_C
7,9,2023,6:40:48 PM,32,27.6,24.9,deg_C
7,9,2023,6:20:48 PM,32.7,27.5,24.6,deg_C
7,9,2023,6:00:48 PM,33.3,27.4,24.6,deg_C
7,9,2023,5:40:48 PM,33.9,27.3,24.6,deg_C
7,9,2023,5:20:48 PM,34.3,27.1,24.5,deg_C
7,9,2023,5:00:48 PM,34.7,27,24.2,deg_C
7,9,2023,4:40:48 PM,35.5,26.8,24.2,deg_C
7,9,2023,4:20:48 PM,35.6,26.6,24.1,deg_C
7,9,2023,4:00:48 PM,35.5,26.4,24,deg_C
7,9,2023,3:40:49 PM,35.5,26.1,23.9,deg_C
7,9,2023,3:20:49 PM,35.1,25.9,23.8,deg_C
7,9,2023,3:00:49 PM,35.2,25.6,23.7,deg_C
7,9,2023,2:40:49 PM,35,25.4,23.6,deg_C
7,9,2023,2:20:49 PM,34.3,25.1,23.5,deg_C
7,9,2023,2:00:49 PM,33.6,24.9,23.5,deg_C
7,9,2023,1:40:49 PM,32.8,24.6,23.4,deg_C
7,9,2023,1:20:49 PM,32,24.4,23.3,deg_C
7,9,2023,1:00:49 PM,31.4,24.1,23.3,deg_C
7,9,2023,12:40:49 PM,31.1,24,23.3,deg_C
7,9,2023,12:20:49 PM,30.3,23.7,23.2,deg_C
7,9,2023,12:00:49 PM,29.5,23.5,23.2,deg_C
7,9,2023,11:40:49 AM,28.9,23.3,23.1,deg_C
7,9,2023,11:20:49 AM,28.3,23.1,23.1,deg_C
7,9,2023,11:00:49 AM,27.4,23,23.1,deg_C
7,9,2023,10:40:49 AM,26.3,22.8,23.2,deg_C
7,9,2023,10:20:49 AM,25.5,22.7,23.2,deg_C
7,9,2023,10:00:49 AM,24.6,22.6,23.3,deg_C
7,9,2023,9:40:49 AM,23.7,22.6,23.3,deg_C
7,9,2023,9:20:49 AM,23,22.6,23.3,deg_C
7,9,2023,9:00:49 AM,22.3,22.6,23.4,deg_C
7,9,2023,8:40:50 AM,21.8,22.6,23.5,deg_C
7,9,2023,8:20:50 AM,21.3,22.7,23.5,deg_C
7,9,2023,8:00:50 AM,21,22.7,23.6,deg_C
7,9,2023,7:40:50 AM,20.7,22.8,23.6,deg_C
7,9,2023,7:20:50 AM,20.5,22.9,23.7,deg_C
7,9,2023,7:00:50 AM,20.5,23,23.8,deg_C
7,9,2023,6:40:50 AM,20.4,23.1,23.8,deg_C
7,9,2023,6:20:50 AM,20.4,23.2,23.9,deg_C
7,9,2023,6:00:50 AM,20.5,23.3,24,deg_C
7,9,2023,5:40:50 AM,20.6,23.4,24.1,deg_C
7,9,2023,5:20:50 AM,20.7,23.5,24.1,deg_C
7,9,2023,5:00:50 AM,20.9,23.6,24.1,deg_C
7,9,2023,4:40:50 AM,21,23.8,24.2,deg_C
7,9,2023,4:20:50 AM,21.2,23.8,24.3,deg_C
7,9,2023,4:00:50 AM,21.3,24,24.3,deg_C
7,9,2023,3:40:50 AM,21.5,24.1,24.4,deg_C
7,9,2023,3:20:50 AM,21.7,24.2,24.5,deg_C
7,9,2023,3:00:50 AM,21.9,24.3,24.5,deg_C
7,9,2023,2:40:50 AM,22.1,24.4,24.5,deg_C
7,9,2023,2:20:50 AM,22.3,24.5,24.6,deg_C
7,9,2023,2:00:50 AM,22.5,24.6,24.6,deg_C
7,9,2023,1:40:50 AM,22.6,24.8,24.7,deg_C
7,9,2023,1:20:50 AM,22.8,24.9,24.7,deg_C
7,9,2023,1:00:50 AM,23,25,24.8,deg_C
7,9,2023,12:40:51 AM,23.2,25.1,24.8,deg_C
7,9,2023,12:20:51 AM,23.5,25.2,24.8,deg_C
7,9,2023,12:00:51 AM,23.6,25.3,24.9,deg_C
7,8,2023,11:40:50 PM,23.9,25.5,24.9,deg_C
7,8,2023,11:20:51 PM,24.1,25.6,24.9,deg_C
7,8,2023,11:00:51 PM,24.4,25.6,25,deg_C
7,8,2023,10:40:51 PM,24.7,25.8,25,deg_C
7,8,2023,10:20:51 PM,25,25.9,25,deg_C
7,8,2023,10:00:51 PM,25.3,26,25,deg_C
7,8,2023,9:40:51 PM,25.5,26.1,25,deg_C
7,8,2023,9:20:51 PM,25.9,26.1,24.9,deg_C
7,8,2023,9:00:51 PM,26.2,26.2,24.9,deg_C
7,8,2023,8:40:51 PM,26.6,26.3,24.9,deg_C
7,8,2023,8:20:51 PM,27,26.3,24.8,deg_C
7,8,2023,8:00:51 PM,27.3,26.4,24.8,deg_C
7,8,2023,7:40:51 PM,27.8,26.4,24.8,deg_C
7,8,2023,7:20:51 PM,28.1,26.4,24.7,deg_C
7,8,2023,7:00:51 PM,28.6,26.4,24.6,deg_C
7,8,2023,6:40:51 PM,29,26.4,24.6,deg_C
7,8,2023,6:20:51 PM,29.4,26.4,24.5,deg_C
7,8,2023,6:00:51 PM,29.8,26.3,24.5,deg_C
7,8,2023,5:40:52 PM,30.3,26.3,24.4,deg_C
7,8,2023,5:20:52 PM,30.6,26.2,24.3,deg_C
7,8,2023,5:00:52 PM,30.8,26.1,24.3,deg_C
7,8,2023,4:40:52 PM,31.1,26,24.2,deg_C
7,8,2023,4:20:52 PM,31.3,25.9,24.1,deg_C
7,8,2023,4:00:52 PM,31.6,25.8,24,deg_C
7,8,2023,3:40:52 PM,32,25.6,24,deg_C
7,8,2023,3:20:52 PM,32.1,25.4,23.9,deg_C
7,8,2023,3:00:52 PM,32.1,25.3,23.8,deg_C
7,8,2023,2:40:52 PM,32.1,25.1,23.8,deg_C
7,8,2023,2:20:52 PM,31.5,24.9,23.7,deg_C
7,8,2023,2:00:52 PM,30.7,24.7,23.6,deg_C
7,8,2023,1:40:51 PM,30.8,24.3,23.6,deg_C
7,8,2023,1:20:52 PM,30.5,24.3,23.6,deg_C
7,8,2023,1:00:52 PM,30.1,24.1,23.6,deg_C
7,8,2023,12:40:52 PM,29.5,24,23.5,deg_C
7,8,2023,12:20:52 PM,28.6,23.9,23.5,deg_C
7,8,2023,12:00:52 PM,27.6,23.8,23.5,deg_C
7,8,2023,11:40:52 AM,27,23.6,23.5,deg_C
7,8,2023,11:20:52 AM,26.8,23.5,23.5,deg_C
7,8,2023,11:00:52 AM,26.6,23.4,23.5,deg_C
7,8,2023,10:40:53 AM,26,23.3,23.6,deg_C
7,8,2023,10:20:53 AM,25.5,23.3,23.6,deg_C
7,8,2023,10:00:53 AM,24.8,23.2,23.6,deg_C
7,8,2023,9:40:53 AM,24.1,23.2,23.7,deg_C
7,8,2023,9:20:53 AM,23.5,23.2,23.7,deg_C
7,8,2023,9:00:53 AM,22.9,23.2,23.8,deg_C
7,8,2023,8:40:53 AM,22.6,23.3,23.8,deg_C
7,8,2023,8:20:53 AM,22.4,23.3,23.8,deg_C
7,8,2023,8:00:53 AM,22.2,23.4,23.9,deg_C
7,8,2023,7:40:53 AM,22.1,23.5,24,deg_C
7,8,2023,7:20:53 AM,22,23.5,24,deg_C
7,8,2023,7:00:53 AM,22,23.6,24,deg_C
7,8,2023,6:40:53 AM,22,23.6,24.1,deg_C
7,8,2023,6:20:53 AM,22.1,23.8,24.1,deg_C
7,8,2023,6:00:53 AM,22.1,23.8,24.2,deg_C
7,8,2023,5:40:53 AM,22.2,23.9,24.3,deg_C
7,8,2023,5:20:53 AM,22.3,24,24.3,deg_C
7,8,2023,5:00:53 AM,22.3,24.1,24.4,deg_C
7,8,2023,4:40:53 AM,22.4,24.1,24.4,deg_C
7,8,2023,4:20:53 AM,22.5,24.2,24.5,deg_C
7,8,2023,4:00:53 AM,22.6,24.3,24.6,deg_C
7,8,2023,3:40:54 AM,22.7,24.4,24.6,deg_C
7,8,2023,3:20:54 AM,22.8,24.5,24.6,deg_C
7,8,2023,3:00:54 AM,22.9,24.6,24.7,deg_C
7,8,2023,2:40:54 AM,23,24.6,24.7,deg_C
7,8,2023,2:20:54 AM,23.1,24.8,24.8,deg_C
7,8,2023,2:00:54 AM,23.3,24.9,24.8,deg_C
7,8,2023,1:40:54 AM,23.4,25,24.9,deg_C
7,8,2023,1:20:54 AM,23.5,25.1,25,deg_C
7,8,2023,1:00:54 AM,23.6,25.2,25,deg_C
7,8,2023,12:40:54 AM,23.8,25.3,25,deg_C
7,8,2023,12:20:54 AM,23.9,25.4,25.1,deg_C
7,8,2023,12:00:54 AM,24,25.6,25.1,deg_C
7,7,2023,11:40:54 PM,24.2,25.6,25.1,deg_C
7,7,2023,11:20:54 PM,24.4,25.8,25.2,deg_C
7,7,2023,11:00:54 PM,24.6,25.9,25.2,deg_C
7,7,2023,10:40:54 PM,24.8,26,25.2,deg_C
7,7,2023,10:20:54 PM,25.1,26.1,25.3,deg_C
7,7,2023,10:00:54 PM,25.3,26.3,25.3,deg_C
7,7,2023,9:40:54 PM,25.6,26.4,25.3,deg_C
7,7,2023,9:20:54 PM,25.8,26.5,25.3,deg_C
7,7,2023,9:00:54 PM,26.1,26.6,25.3,deg_C
7,7,2023,8:40:54 PM,26.5,26.8,25.3,deg_C
7,7,2023,8:20:54 PM,26.8,26.8,25.3,deg_C
7,7,2023,8:00:54 PM,27.1,27,25.3,deg_C
7,7,2023,7:40:55 PM,27.5,27.1,25.2,deg_C
7,7,2023,7:20:55 PM,27.8,27.1,25.1,deg_C
7,7,2023,7:00:55 PM,28.1,27.2,25.1,deg_C
7,7,2023,6:40:55 PM,28.5,27.3,25.1,deg_C
7,7,2023,6:20:55 PM,29,27.3,25,deg_C
7,7,2023,6:00:55 PM,29.6,27.3,24.9,deg_C
7,7,2023,5:40:55 PM,30.3,27.3,24.8,deg_C
7,7,2023,5:20:55 PM,31,27.2,24.6,deg_C
7,7,2023,5:00:55 PM,31.7,27.1,24.6,deg_C
7,7,2023,4:40:55 PM,32.6,27,24.3,deg_C
7,7,2023,4:20:55 PM,33.4,26.8,24.3,deg_C
7,7,2023,4:00:55 PM,33.9,26.6,24.2,deg_C
7,7,2023,3:40:55 PM,34.1,26.5,24.1,deg_C
7,7,2023,3:00:55 PM,34.7,26,23.9,deg_C
7,7,2023,2:40:55 PM,34.6,25.6,23.8,deg_C
7,7,2023,2:20:55 PM,34.3,25.4,23.6,deg_C
7,7,2023,2:00:55 PM,33.8,25.1,23.6,deg_C
7,7,2023,1:40:55 PM,33.2,24.9,23.6,deg_C
7,7,2023,1:20:55 PM,32.7,24.6,23.5,deg_C
7,7,2023,1:00:55 PM,32.1,24.3,23.5,deg_C
7,7,2023,12:40:55 PM,31.5,24,23.4,deg_C
7,7,2023,12:20:56 PM,30.7,23.8,23.4,deg_C
7,7,2023,12:00:56 PM,29.8,23.6,23.3,deg_C
7,7,2023,11:40:56 AM,28.8,23.4,23.3,deg_C
7,7,2023,11:20:56 AM,27.9,23.2,23.3,deg_C
7,7,2023,11:00:56 AM,27,23,23.4,deg_C
7,7,2023,10:40:56 AM,26.1,22.9,23.4,deg_C
7,7,2023,10:20:56 AM,25.2,22.8,23.5,deg_C
7,7,2023,10:00:56 AM,24.4,22.8,23.5,deg_C
7,7,2023,9:40:55 AM,23.6,22.7,23.6,deg_C
7,7,2023,9:20:56 AM,22.9,22.7,23.6,deg_C
7,7,2023,9:00:56 AM,22.3,22.7,23.6,deg_C
7,7,2023,8:40:56 AM,21.8,22.8,23.7,deg_C
7,7,2023,8:20:56 AM,21.4,22.8,23.8,deg_C
7,7,2023,8:00:56 AM,21,22.9,23.8,deg_C
7,7,2023,7:40:56 AM,20.8,23,24,deg_C
7,7,2023,7:20:56 AM,20.6,23.1,24.1,deg_C
7,7,2023,7:00:56 AM,20.4,23.2,24.1,deg_C
7,7,2023,6:40:56 AM,20.3,23.3,24.1,deg_C
7,7,2023,6:20:56 AM,20.4,23.5,24.2,deg_C
7,7,2023,6:00:56 AM,20.5,23.6,24.3,deg_C
7,7,2023,5:40:56 AM,20.6,23.7,24.4,deg_C
7,7,2023,5:20:56 AM,20.8,23.8,24.5,deg_C
7,7,2023,4:40:57 AM,21.3,24.1,24.6,deg_C
7,7,2023,4:20:56 AM,21.5,24.2,24.7,deg_C
7,7,2023,4:00:57 AM,21.7,24.3,24.7,deg_C
7,7,2023,3:40:57 AM,21.8,24.5,24.8,deg_C
7,7,2023,3:20:57 AM,22,24.6,24.8,deg_C
7,7,2023,3:00:57 AM,22.1,24.7,24.9,deg_C
7,7,2023,2:40:57 AM,22.3,24.8,25,deg_C
7,7,2023,2:20:57 AM,22.5,25,25.1,deg_C
7,7,2023,2:00:57 AM,22.8,25.1,25.1,deg_C
7,7,2023,1:40:57 AM,23,25.3,25.1,deg_C
7,7,2023,1:20:57 AM,23.2,25.4,25.3,deg_C
7,7,2023,1:00:57 AM,23.5,25.5,25.3,deg_C
7,7,2023,12:40:57 AM,23.6,25.6,25.3,deg_C
7,7,2023,12:20:57 AM,23.9,25.8,25.4,deg_C
7,7,2023,12:00:57 AM,24.1,25.9,25.4,deg_C
7,6,2023,11:40:57 PM,24.4,26.1,25.5,deg_C
7,6,2023,11:20:57 PM,24.6,26.2,25.5,deg_C
7,6,2023,11:00:57 PM,24.8,26.3,25.5,deg_C
7,6,2023,10:40:57 PM,25.1,26.5,25.6,deg_C
7,6,2023,10:20:57 PM,25.4,26.6,25.6,deg_C
7,6,2023,10:00:57 PM,25.8,26.8,25.6,deg_C
7,6,2023,9:40:57 PM,26.1,26.9,25.6,deg_C
7,6,2023,9:20:58 PM,26.5,27,25.6,deg_C
7,6,2023,9:00:58 PM,26.8,27.1,25.6,deg_C
7,6,2023,8:40:58 PM,27.2,27.2,25.5,deg_C
7,6,2023,8:20:58 PM,27.6,27.3,25.5,deg_C
7,6,2023,8:00:58 PM,28.1,27.4,25.5,deg_C
7,6,2023,7:40:58 PM,28.6,27.5,25.5,deg_C
7,6,2023,7:20:58 PM,29.1,27.5,25.4,deg_C
7,6,2023,7:00:58 PM,29.7,27.5,25.3,deg_C
7,6,2023,6:40:58 PM,30.3,27.5,25.3,deg_C
7,6,2023,6:20:58 PM,30.8,27.5,25.2,deg_C
7,6,2023,6:00:58 PM,31.3,27.5,25.1,deg_C
7,6,2023,5:40:58 PM,31.6,27.5,25.1,deg_C
7,6,2023,5:20:58 PM,32.1,27.3,25,deg_C
7,6,2023,5:00:58 PM,32.7,27.3,24.9,deg_C
7,6,2023,4:40:58 PM,33.3,27.1,24.8,deg_C
7,6,2023,4:20:58 PM,33.6,27,24.7,deg_C
7,6,2023,4:00:58 PM,33.6,26.8,24.6,deg_C
7,6,2023,3:40:58 PM,33.5,26.6,24.5,deg_C
7,6,2023,3:20:58 PM,33.1,26.5,24.5,deg_C
7,6,2023,3:00:58 PM,32.7,26.3,24.4,deg_C
7,6,2023,2:40:58 PM,32.8,26.1,24.3,deg_C
7,6,2023,2:20:59 PM,32.8,25.9,24.2,deg_C
7,6,2023,2:00:59 PM,32.9,25.7,24.2,deg_C
7,6,2023,1:40:59 PM,32.5,25.5,24.1,deg_C
7,6,2023,1:20:59 PM,31.8,25.3,24.1,deg_C
7,6,2023,1:00:59 PM,31.3,25.1,24,deg_C
7,6,2023,12:40:59 PM,30.8,24.9,24,deg_C
7,6,2023,12:20:59 PM,30.2,24.7,24,deg_C
7,6,2023,12:00:59 PM,29.8,24.5,23.9,deg_C
7,6,2023,11:40:59 AM,29.3,24.3,23.9,deg_C
7,6,2023,11:20:59 AM,28.8,24.1,23.9,deg_C
7,6,2023,11:00:59 AM,28.2,24,23.9,deg_C
7,6,2023,10:40:59 AM,27.4,23.9,24,deg_C
7,6,2023,10:20:59 AM,26.6,23.8,24,deg_C
7,6,2023,10:00:58 AM,25.8,23.7,24.1,deg_C
7,6,2023,9:40:59 AM,25.2,23.7,24.1,deg_C
7,6,2023,9:20:59 AM,24.6,23.7,24.1,deg_C
7,6,2023,9:00:59 AM,24,23.7,24.1,deg_C
7,6,2023,8:40:59 AM,23.5,23.7,24.3,deg_C
7,6,2023,8:20:59 AM,23.1,23.8,24.3,deg_C
7,6,2023,8:00:59 AM,22.8,23.8,24.3,deg_C
7,6,2023,7:40:59 AM,22.5,23.9,24.4,deg_C
7,6,2023,7:20:59 AM,22.4,24,24.5,deg_C
7,6,2023,7:01:00 AM,22.3,24.1,24.5,deg_C
7,6,2023,6:41:00 AM,22.2,24.1,24.6,deg_C
7,6,2023,6:21:00 AM,22.2,24.3,24.6,deg_C
7,6,2023,6:01:00 AM,22.3,24.4,24.7,deg_C
7,6,2023,5:41:00 AM,22.5,24.5,24.7,deg_C
7,6,2023,5:21:00 AM,22.6,24.6,24.8,deg_C
7,6,2023,5:01:00 AM,22.8,24.7,24.8,deg_C
7,6,2023,4:41:00 AM,23,24.8,24.9,deg_C
7,6,2023,4:21:00 AM,23.2,24.9,25,deg_C
7,6,2023,4:01:00 AM,23.4,25,25,deg_C
7,6,2023,3:41:00 AM,23.5,25.1,25.1,deg_C
7,6,2023,3:21:00 AM,23.8,25.2,25.1,deg_C
7,6,2023,3:01:00 AM,24,25.3,25.1,deg_C
7,6,2023,2:41:00 AM,24.2,25.4,25.2,deg_C
7,6,2023,2:21:00 AM,24.4,25.5,25.3,deg_C
7,6,2023,2:01:00 AM,24.6,25.5,25.3,deg_C
7,6,2023,1:41:00 AM,24.7,25.6,25.3,deg_C
7,6,2023,1:21:00 AM,24.8,25.7,25.4,deg_C
7,6,2023,1:01:00 AM,24.8,25.8,25.5,deg_C
7,6,2023,12:41:00 AM,24.9,25.9,25.5,deg_C
7,6,2023,12:21:00 AM,25,26,25.6,deg_C
7,6,2023,12:01:01 AM,25.1,26.1,25.6,deg_C
7,5,2023,11:41:01 PM,25.2,26.2,25.6,deg_C
7,5,2023,11:21:01 PM,25.3,26.3,25.6,deg_C
7,5,2023,11:01:00 PM,25.5,26.4,25.8,deg_C
7,5,2023,10:41:01 PM,25.6,26.5,25.8,deg_C
7,5,2023,10:21:01 PM,25.8,26.6,25.8,deg_C
7,5,2023,10:01:01 PM,26,26.7,25.8,deg_C
7,5,2023,9:41:01 PM,26.2,26.8,25.8,deg_C
7,5,2023,9:21:01 PM,26.4,27,25.9,deg_C
7,5,2023,9:01:01 PM,26.6,27.1,25.9,deg_C
7,5,2023,8:41:01 PM,26.8,27.1,26,deg_C
7,5,2023,8:21:01 PM,27,27.3,26,deg_C
7,5,2023,8:01:01 PM,27.1,27.4,26,deg_C
7,5,2023,7:41:01 PM,27.3,27.5,26,deg_C
7,5,2023,7:21:01 PM,27.6,27.6,26,deg_C
7,5,2023,7:01:01 PM,27.9,27.8,26,deg_C
7,5,2023,6:41:01 PM,28.2,27.9,25.9,deg_C
7,5,2023,6:21:01 PM,28.6,28,25.9,deg_C
7,5,2023,6:01:01 PM,29,28.1,25.8,deg_C
7,5,2023,5:41:02 PM,29.4,28.1,25.8,deg_C
7,5,2023,5:21:01 PM,30,28.1,25.6,deg_C
7,5,2023,5:01:01 PM,30.5,28.2,25.6,deg_C
7,5,2023,4:41:02 PM,31,28.2,25.6,deg_C
7,5,2023,4:21:02 PM,31.4,28.1,25.5,deg_C
7,5,2023,4:01:02 PM,31.9,28.1,25.4,deg_C
7,5,2023,3:41:02 PM,32.6,28,25.3,deg_C
7,5,2023,3:21:02 PM,33.2,27.8,25.2,deg_C
7,5,2023,3:01:02 PM,33.8,27.6,25.1,deg_C
7,5,2023,2:41:02 PM,34.1,27.5,25,deg_C
7,5,2023,2:21:02 PM,34.1,27.3,25,deg_C
7,5,2023,2:01:02 PM,34.1,27.1,24.8,deg_C
7,5,2023,1:41:02 PM,33.8,26.9,24.8,deg_C
7,5,2023,1:21:02 PM,33.9,26.6,24.7,deg_C
7,5,2023,1:01:02 PM,33.3,26.5,24.6,deg_C
7,5,2023,12:41:02 PM,32.9,26.2,24.6,deg_C
7,5,2023,12:21:02 PM,32.4,26,24.5,deg_C
7,5,2023,12:01:02 PM,31.8,25.8,24.5,deg_C
