Month,Day,Year,Time,soil_temp_05cm_HQ,soil_temp_20cm_HQ,soil_temp_35cm_HQ,temp_unit
7,10,2023,6:42:57 AM,20.6,24,24.5,deg_C
7,10,2023,6:22:57 AM,20.5,24,24.5,deg_C
7,10,2023,6:02:57 AM,20.6,24.1,24.6,deg_C
7,10,2023,5:42:57 AM,20.8,24.3,24.6,deg_C
7,10,2023,5:22:57 AM,21,24.4,24.6,deg_C
7,10,2023,5:02:57 AM,21.1,24.5,24.6,deg_C
7,10,2023,4:42:57 AM,21.3,24.6,24.7,deg_C
7,10,2023,4:22:57 AM,21.5,24.8,24.7,deg_C
7,10,2023,4:02:57 AM,21.7,24.9,24.8,deg_C
7,10,2023,3:42:57 AM,21.9,25,24.8,deg_C
7,10,2023,3:22:57 AM,22.1,25.1,24.8,deg_C
7,10,2023,3:02:57 AM,22.3,25.3,24.8,deg_C
7,10,2023,2:42:57 AM,22.6,25.4,24.9,deg_C
7,10,2023,2:22:57 AM,22.8,25.5,24.9,deg_C
7,10,2023,2:02:57 AM,23,25.6,24.9,deg_C
7,10,2023,1:42:57 AM,23.3,25.8,25,deg_C
7,10,2023,1:22:58 AM,23.6,26,25,deg_C
7,10,2023,1:02:58 AM,23.9,26.1,25,deg_C
7,10,2023,12:42:58 AM,24.2,26.2,25,deg_C
7,10,2023,12:22:58 AM,24.6,26.3,25,deg_C
7,10,2023,12:02:58 AM,25,26.5,25,deg_C
7,9,2023,11:42:58 PM,25.3,26.6,25,deg_C
7,9,2023,11:22:58 PM,25.8,26.8,24.9,deg_C
7,9,2023,11:02:58 PM,26.2,26.9,24.9,deg_C
7,9,2023,10:42:58 PM,26.6,27.1,24.9,deg_C
7,9,2023,10:22:58 PM,27.1,27.2,24.8,deg_C
7,9,2023,10:02:58 PM,27.7,27.3,24.8,deg_C
7,9,2023,9:42:58 PM,28.3,27.4,24.8,deg_C
7,9,2023,9:22:58 PM,28.9,27.5,24.7,deg_C
7,9,2023,9:02:58 PM,29.6,27.5,24.7,deg_C
7,9,2023,8:42:58 PM,30.3,27.6,24.6,deg_C
7,9,2023,8:22:58 PM,31.1,27.6,24.6,deg_C
7,9,2023,8:02:58 PM,31.9,27.6,24.5,deg_C
7,9,2023,7:42:58 PM,32.7,27.6,24.5,deg_C
7,9,2023,7:22:58 PM,33.6,27.6,24.5,deg_C
7,9,2023,7:02:58 PM,34.4,27.5,24.4,deg_C
7,9,2023,6:42:58 PM,35,27.4,24.3,deg_C
7,9,2023,6:22:58 PM,35.5,27.3,24.2,deg_C
7,9,2023,6:02:58 PM,35.8,27.1,24.1,deg_C
7,9,2023,5:42:58 PM,36,27,24.1,deg_C
7,9,2023,5:22:58 PM,36.1,26.8,24.1,deg_C
7,9,2023,5:02:58 PM,36.3,26.6,24,deg_C
7,9,2023,4:42:58 PM,36.3,26.5,24,deg_C
7,9,2023,4:22:58 PM,36,26.1,23.9,deg_C
7,9,2023,4:02:59 PM,35.6,26.1,23.9,deg_C
7,9,2023,3:42:59 PM,35.3,25.8,23.8,deg_C
7,9,2023,3:22:58 PM,35,25.6,23.8,deg_C
7,9,2023,3:02:59 PM,34.8,25.4,23.8,deg_C
7,9,2023,2:42:59 PM,34.2,25.2,23.8,deg_C
7,9,2023,2:22:59 PM,33.7,25,23.8,deg_C
7,9,2023,2:02:59 PM,33.4,24.8,23.7,deg_C
7,9,2023,1:42:59 PM,33.4,24.6,23.7,deg_C
7,9,2023,1:22:59 PM,33.1,24.5,23.7,deg_C
7,9,2023,1:02:59 PM,32.1,24.3,23.7,deg_C
7,9,2023,12:42:59 PM,31.9,24.1,23.7,deg_C
7,9,2023,12:22:59 PM,31.3,24,23.7,deg_C
7,9,2023,12:02:59 PM,31.1,23.8,23.7,deg_C
7,9,2023,11:42:59 AM,31,23.6,23.7,deg_C
7,9,2023,11:22:59 AM,30.3,23.5,23.8,deg_C
7,9,2023,11:02:59 AM,29.3,23.3,23.8,deg_C
7,9,2023,10:42:59 AM,28.3,23.3,23.8,deg_C
7,9,2023,10:22:59 AM,27.5,23.2,23.8,deg_C
7,9,2023,10:02:59 AM,26.5,23.1,23.8,deg_C
7,9,2023,9:42:59 AM,25.5,23.1,23.9,deg_C
7,9,2023,9:22:59 AM,24.5,23.1,24,deg_C
7,9,2023,9:02:59 AM,23.6,23.1,24,deg_C
7,9,2023,8:42:59 AM,22.8,23.1,24,deg_C
7,9,2023,8:22:59 AM,22,23.1,24.1,deg_C
7,9,2023,8:02:59 AM,21.3,23.1,24.1,deg_C
7,9,2023,7:42:59 AM,20.8,23.2,24.1,deg_C
7,9,2023,7:23:00 AM,20.3,23.3,24.1,deg_C
7,9,2023,7:03:00 AM,20,23.4,24.2,deg_C
7,9,2023,6:43:00 AM,19.9,23.5,24.3,deg_C
7,9,2023,6:23:00 AM,19.9,23.6,24.3,deg_C
7,9,2023,6:03:00 AM,20,23.6,24.3,deg_C
7,9,2023,5:43:00 AM,20.1,23.8,24.4,deg_C
7,9,2023,5:23:00 AM,20.3,23.9,24.4,deg_C
7,9,2023,5:03:00 AM,20.5,24,24.5,deg_C
7,9,2023,4:43:00 AM,20.7,24.1,24.5,deg_C
7,9,2023,4:23:00 AM,20.9,24.2,24.5,deg_C
7,9,2023,4:03:00 AM,21.1,24.3,24.5,deg_C
7,9,2023,3:43:00 AM,21.3,24.5,24.6,deg_C
7,9,2023,3:23:00 AM,21.5,24.6,24.6,deg_C
7,9,2023,3:03:00 AM,21.7,24.7,24.6,deg_C
7,9,2023,2:43:00 AM,22,24.8,24.6,deg_C
7,9,2023,2:23:00 AM,22.1,25,24.6,deg_C
7,9,2023,2:03:00 AM,22.5,25,24.6,deg_C
7,9,2023,1:43:00 AM,22.7,25.1,24.7,deg_C
7,9,2023,1:23:00 AM,23,25.3,24.7,deg_C
7,9,2023,1:03:00 AM,23.2,25.4,24.7,deg_C
7,9,2023,12:43:00 AM,23.5,25.5,24.7,deg_C
7,9,2023,12:23:00 AM,23.8,25.6,24.8,deg_C
7,9,2023,12:03:00 AM,24.1,25.8,24.8,deg_C
7,8,2023,11:43:00 PM,24.4,25.9,24.8,deg_C
7,8,2023,11:23:00 PM,24.8,26,24.7,deg_C
7,8,2023,11:03:00 PM,25.2,26.1,24.8,deg_C
7,8,2023,10:43:00 PM,25.6,26.2,24.7,deg_C
7,8,2023,10:23:00 PM,26,26.3,24.7,deg_C
7,8,2023,10:03:00 PM,26.4,26.5,24.7,deg_C
7,8,2023,9:43:00 PM,26.8,26.5,24.7,deg_C
7,8,2023,9:23:00 PM,27.3,26.6,24.6,deg_C
7,8,2023,9:03:01 PM,27.8,26.7,24.6,deg_C
7,8,2023,8:43:01 PM,28.4,26.7,24.6,deg_C
7,8,2023,8:23:01 PM,29,26.8,24.6,deg_C
7,8,2023,8:03:01 PM,29.6,26.8,24.5,deg_C
7,8,2023,7:43:01 PM,30.2,26.8,24.5,deg_C
7,8,2023,7:23:01 PM,30.8,26.8,24.5,deg_C
7,8,2023,7:03:01 PM,31.3,26.8,24.4,deg_C
7,8,2023,6:43:01 PM,31.6,26.7,24.4,deg_C
7,8,2023,6:23:01 PM,31.8,26.6,24.3,deg_C
7,8,2023,6:03:01 PM,32.1,26.6,24.3,deg_C
7,8,2023,5:43:01 PM,32.5,26.5,24.3,deg_C
7,8,2023,5:23:01 PM,32.6,26.4,24.2,deg_C
7,8,2023,5:03:01 PM,32.6,26.3,24.2,deg_C
7,8,2023,4:43:01 PM,32.7,26.2,24.1,deg_C
7,8,2023,4:23:01 PM,32.6,26.1,24.1,deg_C
7,8,2023,4:03:01 PM,32.8,25.9,24.1,deg_C
7,8,2023,3:43:01 PM,32.9,25.8,24,deg_C
7,8,2023,3:23:01 PM,33,25.6,24,deg_C
7,8,2023,3:03:01 PM,32.8,25.4,24,deg_C
7,8,2023,2:43:01 PM,32.7,25.2,24,deg_C
7,8,2023,2:23:01 PM,32.4,25.1,24,deg_C
7,8,2023,2:03:01 PM,32.2,24.9,23.9,deg_C
7,8,2023,1:43:01 PM,32.5,24.7,23.9,deg_C
7,8,2023,1:23:01 PM,32.3,24.6,23.9,deg_C
7,8,2023,1:03:01 PM,31.8,24.4,23.9,deg_C
7,8,2023,12:43:02 PM,31.1,24.3,24,deg_C
7,8,2023,12:23:02 PM,30.3,24.1,24,deg_C
7,8,2023,12:03:02 PM,29.5,24,24,deg_C
7,8,2023,11:43:02 AM,29,23.9,24,deg_C
7,8,2023,11:23:02 AM,28.8,23.8,24,deg_C
7,8,2023,11:03:02 AM,28.1,23.8,24,deg_C
7,8,2023,10:43:02 AM,27.6,23.6,24,deg_C
7,8,2023,10:23:02 AM,27,23.6,24.1,deg_C
7,8,2023,10:03:02 AM,26.1,23.6,24.1,deg_C
7,8,2023,9:43:02 AM,25.1,23.6,24.1,deg_C
7,8,2023,9:23:02 AM,24.1,23.6,24.1,deg_C
7,8,2023,9:03:02 AM,23.3,23.6,24.2,deg_C
7,8,2023,8:43:02 AM,22.6,23.6,24.2,deg_C
7,8,2023,8:23:02 AM,22.3,23.6,24.3,deg_C
7,8,2023,8:03:02 AM,22.1,23.7,24.3,deg_C
7,8,2023,7:43:02 AM,22,23.8,24.3,deg_C
7,8,2023,7:23:02 AM,21.8,23.8,24.3,deg_C
7,8,2023,7:03:02 AM,21.8,23.9,24.4,deg_C
7,8,2023,6:43:02 AM,21.8,24,24.4,deg_C
7,8,2023,6:23:02 AM,21.9,24,24.5,deg_C
7,8,2023,6:03:02 AM,22,24.1,24.5,deg_C
7,8,2023,5:43:02 AM,22,24.2,24.5,deg_C
7,8,2023,5:23:02 AM,22.1,24.3,24.5,deg_C
7,8,2023,5:03:02 AM,22.2,24.3,24.6,deg_C
7,8,2023,4:43:02 AM,22.3,24.4,24.6,deg_C
7,8,2023,4:23:02 AM,22.4,24.5,24.6,deg_C
7,8,2023,4:03:03 AM,22.5,24.6,24.6,deg_C
7,8,2023,3:43:03 AM,22.6,24.6,24.7,deg_C
7,8,2023,3:23:03 AM,22.7,24.8,24.7,deg_C
7,8,2023,3:03:03 AM,22.8,24.8,24.8,deg_C
7,8,2023,2:43:03 AM,23,25,24.8,deg_C
7,8,2023,2:23:03 AM,23.1,25,24.8,deg_C
7,8,2023,2:03:03 AM,23.2,25.1,24.8,deg_C
7,8,2023,1:43:03 AM,23.3,25.2,24.8,deg_C
7,8,2023,1:23:03 AM,23.5,25.3,24.8,deg_C
7,8,2023,1:03:03 AM,23.5,25.5,24.9,deg_C
7,8,2023,12:43:03 AM,23.7,25.5,24.9,deg_C
7,8,2023,12:23:03 AM,23.8,25.6,24.9,deg_C
7,8,2023,12:03:03 AM,24,25.8,24.9,deg_C
7,7,2023,11:43:03 PM,24.2,25.9,24.9,deg_C
7,7,2023,11:23:03 PM,24.5,26,24.9,deg_C
7,7,2023,11:03:03 PM,24.7,26.1,25,deg_C
7,7,2023,10:43:03 PM,25,26.3,25,deg_C
7,7,2023,10:23:03 PM,25.3,26.4,24.9,deg_C
7,7,2023,10:03:03 PM,25.6,26.5,24.9,deg_C
7,7,2023,9:43:03 PM,25.9,26.6,24.9,deg_C
7,7,2023,9:23:03 PM,26.2,26.8,24.9,deg_C
7,7,2023,9:03:03 PM,26.6,26.8,24.9,deg_C
7,7,2023,8:43:03 PM,27,27,24.8,deg_C
7,7,2023,8:23:03 PM,27.4,27.1,24.8,deg_C
7,7,2023,8:03:03 PM,27.8,27.2,24.8,deg_C
7,7,2023,7:43:03 PM,28.3,27.3,24.7,deg_C
7,7,2023,7:23:03 PM,28.8,27.3,24.7,deg_C
7,7,2023,7:03:03 PM,29.4,27.4,24.6,deg_C
7,7,2023,6:43:03 PM,30.1,27.5,24.6,deg_C
7,7,2023,6:23:04 PM,30.8,27.5,24.5,deg_C
7,7,2023,6:03:04 PM,31.8,27.5,24.5,deg_C
7,7,2023,5:43:04 PM,32.8,27.4,24.4,deg_C
7,7,2023,5:23:04 PM,33.7,27.3,24.3,deg_C
7,7,2023,5:03:04 PM,34.6,27.1,24.3,deg_C
7,7,2023,4:43:04 PM,35.5,27,24.3,deg_C
7,7,2023,4:23:04 PM,36.1,26.8,24.2,deg_C
7,7,2023,4:03:04 PM,36.4,26.6,24.1,deg_C
7,7,2023,3:43:04 PM,36.3,26.4,24.1,deg_C
7,7,2023,3:23:04 PM,36.1,26.1,24,deg_C
7,7,2023,3:03:04 PM,36,25.9,24,deg_C
7,7,2023,2:43:04 PM,35.7,25.6,24,deg_C
7,7,2023,2:23:04 PM,35.5,25.4,24,deg_C
7,7,2023,2:03:04 PM,35.4,25.1,24,deg_C
7,7,2023,1:43:04 PM,35.3,24.9,24,deg_C
7,7,2023,1:23:04 PM,34.8,24.6,23.9,deg_C
7,7,2023,1:03:04 PM,34.1,24.4,24,deg_C
7,7,2023,12:43:04 PM,33.4,24.2,24,deg_C
7,7,2023,12:23:04 PM,32.5,24,24,deg_C
7,7,2023,12:03:04 PM,31.6,23.9,24,deg_C
7,7,2023,11:43:04 AM,30.6,23.7,24,deg_C
7,7,2023,11:23:04 AM,29.7,23.6,24,deg_C
7,7,2023,11:03:04 AM,28.6,23.5,24,deg_C
7,7,2023,10:43:04 AM,27.7,23.5,24.1,deg_C
7,7,2023,10:23:04 AM,26.7,23.3,24.1,deg_C
7,7,2023,10:03:04 AM,25.8,23.3,24.1,deg_C
7,7,2023,9:43:04 AM,24.8,23.3,24.2,deg_C
7,7,2023,9:23:05 AM,24,23.3,24.3,deg_C
7,7,2023,9:03:05 AM,23.1,23.3,24.3,deg_C
7,7,2023,8:43:04 AM,22.5,23.3,24.4,deg_C
7,7,2023,8:23:04 AM,21.7,23.4,24.5,deg_C
7,7,2023,8:03:05 AM,21.1,23.5,24.5,deg_C
7,7,2023,7:43:05 AM,20.5,23.5,24.5,deg_C
7,7,2023,7:23:05 AM,20.1,23.6,24.5,deg_C
7,7,2023,7:03:05 AM,20,23.7,24.6,deg_C
7,7,2023,6:43:05 AM,20,23.8,24.6,deg_C
7,7,2023,6:23:05 AM,20,24,24.6,deg_C
7,7,2023,6:03:05 AM,20.1,24.1,24.7,deg_C
7,7,2023,5:43:05 AM,20.3,24.2,24.8,deg_C
7,7,2023,5:23:05 AM,20.6,24.3,24.8,deg_C
7,7,2023,5:03:05 AM,20.8,24.4,24.8,deg_C
7,7,2023,4:43:05 AM,21,24.5,24.8,deg_C
7,7,2023,4:23:05 AM,21.3,24.6,24.9,deg_C
7,7,2023,4:03:05 AM,21.5,24.8,25,deg_C
7,7,2023,3:43:05 AM,21.6,24.9,25,deg_C
7,7,2023,3:23:05 AM,21.7,25.1,25,deg_C
7,7,2023,3:03:05 AM,22,25.2,25,deg_C
7,7,2023,2:43:05 AM,22.3,25.3,25,deg_C
7,7,2023,2:23:05 AM,22.5,25.5,25.1,deg_C
7,7,2023,2:03:05 AM,22.8,25.6,25.1,deg_C
7,7,2023,1:43:05 AM,23.1,25.7,25.1,deg_C
7,7,2023,1:23:05 AM,23.5,25.8,25.1,deg_C
7,7,2023,1:03:05 AM,23.8,26,25.1,deg_C
7,7,2023,12:43:05 AM,24.1,26.1,25.1,deg_C
7,7,2023,12:23:05 AM,24.3,26.2,25.2,deg_C
7,6,2023,11:43:06 PM,24.8,26.5,25.2,deg_C
7,6,2023,11:23:06 PM,25.1,26.6,25.2,deg_C
7,6,2023,11:03:06 PM,25.4,26.8,25.2,deg_C
7,6,2023,10:43:06 PM,25.8,26.9,25.2,deg_C
7,6,2023,10:23:06 PM,26.2,27.1,25.1,deg_C
7,6,2023,10:03:06 PM,26.6,27.1,25.1,deg_C
7,6,2023,9:43:06 PM,27.1,27.3,25.1,deg_C
7,6,2023,9:23:06 PM,27.7,27.4,25.1,deg_C
7,6,2023,9:03:06 PM,28.3,27.5,25.1,deg_C
7,6,2023,8:43:06 PM,28.8,27.6,25.1,deg_C
7,6,2023,8:23:06 PM,29.5,27.6,25,deg_C
7,6,2023,8:03:05 PM,30,27.7,25,deg_C
7,6,2023,7:43:06 PM,30.7,27.7,24.9,deg_C
7,6,2023,7:23:06 PM,31.3,27.7,24.9,deg_C
7,6,2023,7:03:06 PM,32,27.6,24.8,deg_C
7,6,2023,6:43:06 PM,32.6,27.6,24.8,deg_C
7,6,2023,6:23:06 PM,33.2,27.6,24.8,deg_C
7,6,2023,6:03:06 PM,33.6,27.5,24.7,deg_C
7,6,2023,5:43:06 PM,34,27.3,24.6,deg_C
7,6,2023,5:23:06 PM,34.6,27.3,24.6,deg_C
7,6,2023,5:03:06 PM,34.8,27.1,24.5,deg_C
7,6,2023,4:43:06 PM,35,26.9,24.5,deg_C
7,6,2023,4:23:06 PM,35.2,26.8,24.5,deg_C
7,6,2023,4:03:06 PM,35.2,26.6,24.5,deg_C
7,6,2023,3:43:06 PM,34.8,26.4,24.4,deg_C
7,6,2023,3:23:06 PM,34.2,26.2,24.4,deg_C
7,6,2023,3:03:07 PM,33.9,26,24.3,deg_C
7,6,2023,2:43:07 PM,33.8,25.9,24.3,deg_C
7,6,2023,2:23:07 PM,33.6,25.6,24.3,deg_C
7,6,2023,2:03:07 PM,33.5,25.5,24.3,deg_C
7,6,2023,1:43:07 PM,33,25.3,24.3,deg_C
7,6,2023,1:23:07 PM,32.4,25.2,24.3,deg_C
7,6,2023,12:43:07 PM,31.5,24.9,24.3,deg_C
7,6,2023,12:23:07 PM,31,24.7,24.3,deg_C
7,6,2023,12:03:07 PM,30.6,24.6,24.3,deg_C
7,6,2023,11:43:07 AM,30.2,24.5,24.3,deg_C
7,6,2023,11:23:07 AM,29.8,24.4,24.4,deg_C
7,6,2023,11:03:07 AM,29.1,24.3,24.4,deg_C
7,6,2023,10:43:07 AM,28.5,24.2,24.4,deg_C
7,6,2023,10:23:07 AM,27.5,24.1,24.5,deg_C
7,6,2023,10:03:07 AM,26.7,24.1,24.5,deg_C
7,6,2023,9:43:07 AM,25.8,24.1,24.5,deg_C
7,6,2023,9:23:07 AM,25.1,24.1,24.5,deg_C
7,6,2023,9:03:07 AM,24.3,24.1,24.6,deg_C
7,6,2023,8:43:07 AM,23.7,24.1,24.6,deg_C
7,6,2023,8:23:07 AM,23.2,24.2,24.6,deg_C
7,6,2023,8:03:07 AM,22.8,24.3,24.7,deg_C
7,6,2023,7:43:07 AM,22.4,24.3,24.7,deg_C
7,6,2023,7:23:07 AM,22.1,24.4,24.8,deg_C
7,6,2023,7:03:07 AM,22,24.5,24.8,deg_C
7,6,2023,6:43:07 AM,22,24.6,24.8,deg_C
7,6,2023,6:23:07 AM,22,24.6,24.8,deg_C
7,6,2023,6:03:07 AM,22.1,24.8,24.9,deg_C
7,6,2023,5:43:08 AM,22.3,24.8,24.9,deg_C
7,6,2023,5:23:08 AM,22.5,25,25,deg_C
7,6,2023,5:03:08 AM,22.7,25.1,25,deg_C
7,6,2023,4:43:08 AM,23,25.1,25,deg_C
7,6,2023,4:23:08 AM,23.1,25.2,25,deg_C
7,6,2023,4:03:08 AM,23.3,25.3,25.1,deg_C
7,6,2023,3:43:08 AM,23.6,25.5,25.1,deg_C
7,6,2023,3:23:08 AM,23.8,25.5,25.1,deg_C
7,6,2023,3:03:08 AM,24.1,25.6,25.1,deg_C
7,6,2023,2:43:08 AM,24.3,25.6,25.1,deg_C
7,6,2023,2:23:07 AM,24.5,25.8,25.2,deg_C
7,6,2023,2:03:08 AM,24.7,25.8,25.2,deg_C
7,6,2023,1:43:08 AM,24.8,25.9,25.3,deg_C
7,6,2023,1:23:08 AM,25,26,25.3,deg_C
7,6,2023,1:03:08 AM,25,26.1,25.3,deg_C
7,6,2023,12:43:08 AM,25.1,26.2,25.3,deg_C
7,6,2023,12:23:08 AM,25.2,26.3,25.3,deg_C
7,6,2023,12:03:08 AM,25.3,26.4,25.3,deg_C
7,5,2023,11:43:08 PM,25.4,26.5,25.4,deg_C
7,5,2023,11:23:08 PM,25.6,26.6,25.4,deg_C
7,5,2023,11:03:08 PM,25.8,26.7,25.4,deg_C
7,5,2023,10:43:08 PM,26,26.8,25.4,deg_C
7,5,2023,10:23:08 PM,26.2,26.9,25.4,deg_C
7,5,2023,10:03:08 PM,26.5,27,25.4,deg_C
7,5,2023,9:43:08 PM,26.6,27.1,25.4,deg_C
7,5,2023,9:23:08 PM,26.9,27.2,25.4,deg_C
7,5,2023,9:03:09 PM,27.1,27.3,25.4,deg_C
7,5,2023,8:43:09 PM,27.4,27.5,25.4,deg_C
7,5,2023,8:23:09 PM,27.7,27.6,25.4,deg_C
7,5,2023,8:03:09 PM,28,27.7,25.3,deg_C
7,5,2023,7:43:09 PM,28.3,27.8,25.3,deg_C
7,5,2023,7:23:09 PM,28.6,27.9,25.3,deg_C
7,5,2023,7:03:09 PM,29,28,25.3,deg_C
7,5,2023,6:43:09 PM,29.4,28.1,25.2,deg_C
7,5,2023,6:23:09 PM,29.9,28.1,25.2,deg_C
7,5,2023,6:03:09 PM,30.5,28.2,25.1,deg_C
7,5,2023,5:43:09 PM,31.1,28.2,25.1,deg_C
7,5,2023,5:23:09 PM,31.8,28.3,25,deg_C
7,5,2023,5:03:09 PM,32.4,28.3,25,deg_C
7,5,2023,4:43:09 PM,33,28.2,25,deg_C
7,5,2023,4:23:09 PM,33.6,28.1,24.9,deg_C
7,5,2023,4:03:09 PM,34.4,28,24.8,deg_C
7,5,2023,3:43:09 PM,35.4,27.8,24.8,deg_C
7,5,2023,3:23:09 PM,36.1,27.7,24.8,deg_C
7,5,2023,3:03:09 PM,36.6,27.5,24.7,deg_C
7,5,2023,2:43:09 PM,36.7,27.3,24.6,deg_C
7,5,2023,2:23:09 PM,36.6,27.1,24.6,deg_C
7,5,2023,2:03:09 PM,36.4,27,24.6,deg_C
7,5,2023,1:43:09 PM,36.3,26.8,24.6,deg_C
7,5,2023,1:23:09 PM,36.1,26.6,24.6,deg_C
7,5,2023,1:03:09 PM,35.5,26.4,24.6,deg_C
7,5,2023,12:43:09 PM,35.1,26.2,24.6,deg_C
7,5,2023,12:23:09 PM,34.8,26,24.6,deg_C
7,5,2023,12:03:10 PM,34.6,25.9,24.6,deg_C
7,5,2023,11:43:10 AM,34.3,25.7,24.6,deg_C
7,5,2023,11:23:10 AM,33.4,25.6,24.6,deg_C
7,5,2023,11:03:10 AM,32.4,25.5,24.6,deg_C
