chamber,date,gas,flux,units,soil_moisture,soil_temperature,estimate,p.value,transect,ecosystem,rep
BP-8,2022-09-24,n2o,-0.14816304253446785,nmol_m2_s1,22.2,16.1,-0.00129100288537896,0.10640317474661608,mid,BP,8
BP-9,2022-09-24,n2o,-0.13787105183950318,nmol_m2_s1,17,16.3,-0.0010103493971476,0.13788824981319625,low,BP,9
BP-10,2022-09-24,n2o,-0.15639939829003904,nmol_m2_s1,17.7,16.3,-0.00110109614929337,0.12428167050824585,low,BP,10
BP-11,2022-09-24,n2o,-0.17214924889614133,nmol_m2_s1,21.6,16.1,-0.00125434777628023,0.09359617350853083,low,BP,11
BP-12,2022-09-24,n2o,-0.1540556665613558,nmol_m2_s1,19.7,16.2,-0.00111622539008777,0.1261305912010188,low,BP,12
EW-1,2022-09-24,n2o,-0.08976665539822057,nmol_m2_s1,5.2,15.9,-9.07661166085396e-4,0.34003026274673165,high,EW,1
EW-2,2022-09-24,n2o,-0.09678425182618255,nmol_m2_s1,6.6,16.1,-0.00108069482539952,0.30414275633239873,high,EW,2
EW-3,2022-09-24,n2o,-0.1209267656296821,nmol_m2_s1,6.1,16.2,-0.00135536419300279,0.0763671697914579,high,EW,3
EW-4,2022-09-24,n2o,-0.129526769299028,nmol_m2_s1,3.9,16.5,-0.00133341365396242,0.2321667505523462,high,EW,4
EW-5,2022-09-24,n2o,-0.1296150536339483,nmol_m2_s1,5,16.7,-0.00135696246743618,0.38883730882064904,mid,EW,5
EW-6,2022-09-24,n2o,-0.13802585434348072,nmol_m2_s1,6.8,16.3,-0.00139497135469233,0.15792858971832296,mid,EW,6
EW-7,2022-09-24,n2o,-0.0978624549058208,nmol_m2_s1,10.6,16.8,-0.00124277924555132,0.4311877308892509,mid,EW,7
EW-8,2022-09-24,n2o,-0.14639839069427993,nmol_m2_s1,4.7,16.8,-0.00127925405410107,0.2622868466271337,mid,EW,8
EW-9,2022-09-24,n2o,-0.14825518480905966,nmol_m2_s1,6.6,17.6,-0.00136593105385055,0.2576406380988348,low,EW,9
EW-10,2022-09-24,n2o,-0.13125111439162637,nmol_m2_s1,6.3,17.2,-0.00121091954067557,0.2682865256631529,low,EW,10
EW-11,2022-09-24,n2o,-0.0960360166798262,nmol_m2_s1,9.2,17,-8.995579058162946e-4,9.006143645453489e-4,low,EW,11
EW-12,2022-09-24,n2o,-0.12657006098264706,nmol_m2_s1,2.1,17.6,-0.00111147458150121,0.23850169259999937,low,EW,12
NW-1,2022-09-24,n2o,-0.10756917124248996,nmol_m2_s1,9.7,18.4,-8.680283355632719e-4,0.1845634023097348,high,NW,1
NW-2,2022-09-24,n2o,-0.1040740855271846,nmol_m2_s1,8.1,18.4,-8.304675112217133e-4,0.29444146178943387,high,NW,2
NW-3,2022-09-24,n2o,-0.1144766614804503,nmol_m2_s1,11.7,18.6,-9.701547441628732e-4,0.2941491758986293,high,NW,3
NW-4,2022-09-24,n2o,-0.1626815820372907,nmol_m2_s1,12.8,18.3,-0.00145619904401079,0.12756957946952355,high,NW,4
NW-5,2022-09-24,n2o,-0.13359097440344217,nmol_m2_s1,3.3,19.6,-0.00118878021089031,0.12524098592060107,mid,NW,5
NW-6,2022-09-24,n2o,-0.08486240830797143,nmol_m2_s1,7.3,19.2,-8.391854552941604e-4,0.15252475094172405,mid,NW,6
NW-7,2022-09-24,n2o,-0.1313084194227241,nmol_m2_s1,8.7,19.2,-0.00107392378386373,0.03385730051979029,mid,NW,7
NW-8,2022-09-24,n2o,-0.16174050240244447,nmol_m2_s1,8,19.2,-0.00134027295816438,0.07728133890852867,mid,NW,8
NW-9,2022-09-24,n2o,-0.1196590204131996,nmol_m2_s1,7.1,19.3,-9.940189865576391e-4,0.08167223533726282,low,NW,9
NW-10,2022-09-24,n2o,-0.05921668892585643,nmol_m2_s1,5.3,19.3,-5.589983866524977e-4,0.2932166710714308,low,NW,10
NW-11,2022-09-24,n2o,-0.09554170217994463,nmol_m2_s1,2.5,19.2,-8.636965282646834e-4,0.0667413443989797,low,NW,11
NW-12,2022-09-24,n2o,-0.1681388428969744,nmol_m2_s1,9.9,18.8,-0.00159043967516909,0.01922446832960082,low,NW,12
SP-1,2022-09-24,n2o,-0.10795185970560749,nmol_m2_s1,10.4,16.1,-8.64842269305901e-4,0.21399531002181177,high,SP,1
SP-2,2022-09-24,n2o,-0.1420394388476593,nmol_m2_s1,10.3,15.8,-0.00110614356163385,0.08866470516777811,high,SP,2
SP-3,2022-09-24,n2o,-0.08070921107032031,nmol_m2_s1,9.7,16.2,-6.04309675072393e-4,0.3997891049806015,high,SP,3
SP-4,2022-09-24,n2o,-0.1909461780744329,nmol_m2_s1,11.3,16,-0.00160889694820625,0.06451040744154896,high,SP,4
SP-5,2022-09-24,n2o,-0.1619061220598229,nmol_m2_s1,11.2,16.3,-0.00108611863054195,0.1672252668275729,mid,SP,5
SP-6,2022-09-24,n2o,-0.15683348002372977,nmol_m2_s1,13.8,16.4,-0.00116592989229698,0.0600386706396681,mid,SP,6
SP-7,2022-09-24,n2o,-0.14053864835880575,nmol_m2_s1,13.6,16.4,-9.70636999602056e-4,0.13091597976928612,mid,SP,7
SP-8,2022-09-24,n2o,-0.12974285354197226,nmol_m2_s1,13,16.1,-9.77845363366102e-4,0.2361124280782455,mid,SP,8
SP-9,2022-09-24,n2o,-0.0781431132674482,nmol_m2_s1,16.1,15.4,-6.142547256465677e-4,0.3871083782367084,low,SP,9
SP-10,2022-09-24,n2o,-0.13554230970078843,nmol_m2_s1,16.3,16.4,-9.027809315200202e-4,0.20091730442404332,low,SP,10
SP-11,2022-09-24,n2o,-0.0917790876116004,nmol_m2_s1,16.5,16,-7.635445944266646e-4,0.21233382264989645,low,SP,11
SP-12,2022-09-24,n2o,-0.18717636936008464,nmol_m2_s1,17,15.9,-0.00130923006478473,0.05773747586497285,low,SP,12
SW-1,2022-09-24,n2o,-0.13900971446079818,nmol_m2_s1,39.2,16.1,-0.00103751085923454,0.21635028089815245,high,SW,1
SW-2,2022-09-24,n2o,-0.1675358475699371,nmol_m2_s1,40.2,16.2,-0.00128490756065849,0.11966197529680007,high,SW,2
SW-3,2022-09-24,n2o,-0.1292503373362264,nmol_m2_s1,50.6,16.4,-0.00109142045932695,0.14310114026014698,high,SW,3
SW-4,2022-09-24,n2o,-0.12634397445745624,nmol_m2_s1,47.2,16.1,-0.00113904103330922,0.08996137704813623,high,SW,4
SW-5,2022-09-24,n2o,-0.14002128410196168,nmol_m2_s1,23.8,16.3,-0.00111184421471742,0.10034762079461688,mid,SW,5
SW-6,2022-09-24,n2o,-0.15324551012271856,nmol_m2_s1,30.2,16.2,-0.00126686736159732,0.06016496388964909,mid,SW,6
SW-7,2022-09-24,n2o,-0.1924489142039881,nmol_m2_s1,27,16.2,-0.00140857194860135,0.04573431811446119,mid,SW,7
SW-8,2022-09-24,n2o,-0.12493015691892066,nmol_m2_s1,22.8,15.7,-0.0010177714455106,0.11372522124649932,mid,SW,8
SW-9,2022-09-24,n2o,-0.15503514042802294,nmol_m2_s1,17.7,15.7,-0.00133979244773627,0.09200932326423895,low,SW,9
