date,id,ecosystem,pref,suff,gas,flux,units,estimate,p.value,air_temp,soil_temp,soil_moisture,eco,photo
2023-06-07,NWd 2-3,NWd,2,3,ch4,-1.219881229,nmol_m2_s1,-0.012334502,0.006112386,24.6,18.3,3.7,NWd,FALSE
2023-06-07,NWd 2-3,NWd,2,3,n2o,-0.0040455,nmol_m2_s1,-4.09e-5,0.986454998,24.6,18.3,3.7,NWd,FALSE
2023-06-07,NWd 2-4,NWd,2,4,co2,2.504091933,umol_m2_s1,20.22147722,0.001675468,24.8,17.6,3.1,NWd,FALSE
2023-06-07,NWd 2-4,NWd,2,4,ch4,-0.524839218,nmol_m2_s1,-0.004238273,0.018529344,24.8,17.6,3.1,NWd,FALSE
2023-06-07,NWd 2-4,NWd,2,4,n2o,0.149118903,nmol_m2_s1,0.001204191,0.06604078,24.8,17.6,3.1,NWd,FALSE
2023-06-07,NWd 3-1,NWd,3,1,co2,3.171742106,umol_m2_s1,25.66458873,1.52e-5,24.6,17.7,4.3,NWd,FALSE
2023-06-07,NWd 3-1,NWd,3,1,ch4,-1.98877925,nmol_m2_s1,-0.016092482,0.001264324,24.6,17.7,4.3,NWd,FALSE
2023-06-07,NWd 3-1,NWd,3,1,n2o,0.210470976,nmol_m2_s1,0.001703055,0.045921583,24.6,17.7,4.3,NWd,FALSE
2023-06-07,NWd 3-2,NWd,3,2,co2,3.359669048,umol_m2_s1,25.75722054,2.71e-4,24.7,18.3,6.4,NWd,FALSE
2023-06-07,NWd 3-2,NWd,3,2,ch4,-1.481808622,nmol_m2_s1,-0.011360426,0.031154273,24.7,18.3,6.4,NWd,FALSE
2023-06-07,NWd 3-2,NWd,3,2,n2o,0.230422773,nmol_m2_s1,0.001766558,0.14504865,24.7,18.3,6.4,NWd,FALSE
2023-06-07,NWd 3-3,NWd,3,3,co2,2.425341096,umol_m2_s1,21.1301566,2.28e-4,25.7,17.9,5.9,NWd,FALSE
2023-06-07,NWd 3-3,NWd,3,3,ch4,-0.851359379,nmol_m2_s1,-0.007417248,9.44e-4,25.7,17.9,5.9,NWd,FALSE
2023-06-07,NWd 3-3,NWd,3,3,n2o,0.148230318,nmol_m2_s1,0.001291418,0.082520539,25.7,17.9,5.9,NWd,FALSE
2023-06-07,NWd 3-4,NWd,3,4,co2,3.57759437,umol_m2_s1,27.99017623,8.91e-7,24.9,18.2,7,NWd,FALSE
2023-06-07,NWd 3-4,NWd,3,4,ch4,-0.952461472,nmol_m2_s1,-0.007451813,0.033256496,24.9,18.2,7,NWd,FALSE
2023-06-07,NWd 3-4,NWd,3,4,n2o,0.078450057,nmol_m2_s1,6.14e-4,0.077646178,24.9,18.2,7,NWd,FALSE
2023-06-07,Pr 1-1,Pr,1,1,co2,2.166960876,umol_m2_s1,20.91702865,0.003460343,39.1,20.5,5.8,Pr,FALSE
2023-06-07,Pr 1-1,Pr,1,1,ch4,0.904604069,nmol_m2_s1,0.008731874,0.4104924,39.1,20.5,5.8,Pr,FALSE
2023-06-07,Pr 1-1,Pr,1,1,n2o,0.174994541,nmol_m2_s1,0.00168917,0.106265609,39.1,20.5,5.8,Pr,FALSE
2023-06-07,Pr 1-2,Pr,1,2,co2,3.925435836,umol_m2_s1,37.4861121,3.64e-7,32.6,20.8,3.3,Pr,FALSE
2023-06-07,Pr 1-2,Pr,1,2,ch4,0.750417497,nmol_m2_s1,0.007166143,0.494547047,32.6,20.8,3.3,Pr,FALSE
2023-06-07,Pr 1-2,Pr,1,2,n2o,0.14109902,nmol_m2_s1,0.001347431,0.333095731,32.6,20.8,3.3,Pr,FALSE
2023-06-07,Pr 1-3,Pr,1,3,co2,3.231786292,umol_m2_s1,32.66263055,1.06e-5,36.6,20.7,5.1,Pr,FALSE
2023-06-07,Pr 1-3,Pr,1,3,ch4,0.075561959,nmol_m2_s1,7.64e-4,0.669765356,36.6,20.7,5.1,Pr,FALSE
2023-06-07,Pr 1-3,Pr,1,3,n2o,0.055542843,nmol_m2_s1,5.61e-4,0.001423661,36.6,20.7,5.1,Pr,FALSE
2023-06-07,Pr 1-4,Pr,1,4,co2,3.858721731,umol_m2_s1,40.53427096,2.7e-5,36.2,21.9,3.2,Pr,FALSE
2023-06-07,Pr 1-4,Pr,1,4,ch4,1.486936226,nmol_m2_s1,0.015619648,0.02040771,36.2,21.9,3.2,Pr,FALSE
2023-06-07,Pr 1-4,Pr,1,4,n2o,0.263954699,nmol_m2_s1,0.002772735,0.021152031,36.2,21.9,3.2,Pr,FALSE
2023-06-07,Pr 2-1,Pr,2,1,co2,5.594374483,umol_m2_s1,44.17561136,2.39e-5,35.4,25.2,6.3,Pr,FALSE
2023-06-07,Pr 2-1,Pr,2,1,ch4,0.799673027,nmol_m2_s1,0.006314566,0.182914368,35.4,25.2,6.3,Pr,FALSE
2023-06-07,Pr 2-1,Pr,2,1,n2o,0.138046607,nmol_m2_s1,0.001090076,0.06049066,35.4,25.2,6.3,Pr,FALSE
2023-06-07,Pr 2-2,Pr,2,2,co2,6.026260068,umol_m2_s1,45.83666571,4.77e-6,40.4,25,7.8,Pr,FALSE
2023-06-07,Pr 2-2,Pr,2,2,ch4,1.60444239,nmol_m2_s1,0.012203637,0.051078867,40.4,25,7.8,Pr,FALSE
2023-06-07,Pr 2-2,Pr,2,2,n2o,0.267713976,nmol_m2_s1,0.002036274,0.040159577,40.4,25,7.8,Pr,FALSE
2023-06-07,Pr 2-3,Pr,2,3,co2,5.419390826,umol_m2_s1,40.03135729,3.24e-4,37.9,24.8,11.2,Pr,FALSE
2023-06-07,Pr 2-3,Pr,2,3,ch4,0.522040129,nmol_m2_s1,0.003856148,0.236706003,37.9,24.8,11.2,Pr,FALSE
2023-06-07,Pr 2-3,Pr,2,3,n2o,0.127400313,nmol_m2_s1,9.41e-4,0.368486449,37.9,24.8,11.2,Pr,FALSE
2023-06-07,Pr 2-4,Pr,2,4,co2,7.718413428,umol_m2_s1,58.54434288,7.41e-5,38.7,26.4,5.3,Pr,FALSE
2023-06-07,Pr 2-4,Pr,2,4,ch4,0.208420833,nmol_m2_s1,0.001580877,0.584295141,38.7,26.4,5.3,Pr,FALSE
2023-06-07,Pr 2-4,Pr,2,4,n2o,0.103173049,nmol_m2_s1,7.83e-4,0.222848692,38.7,26.4,5.3,Pr,FALSE
2023-06-07,Pr 3-1,Pr,3,1,co2,5.724009098,umol_m2_s1,44.84506949,6.32e-5,38.4,24.1,7.2,Pr,FALSE
2023-06-07,Pr 3-1,Pr,3,1,ch4,0.238291234,nmol_m2_s1,0.001866906,0.521160856,38.4,24.1,7.2,Pr,FALSE
2023-06-07,Pr 3-1,Pr,3,1,n2o,0.231299381,nmol_m2_s1,0.001812128,0.048859195,38.4,24.1,7.2,Pr,FALSE
2023-06-07,Pr 3-2,Pr,3,2,co2,5.973760067,umol_m2_s1,43.04872923,6.27e-5,37.2,23.4,5.8,Pr,FALSE
2023-06-07,Pr 3-2,Pr,3,2,ch4,2.156744291,nmol_m2_s1,0.015542154,0.089019819,37.2,23.4,5.8,Pr,FALSE
2023-06-07,Pr 3-2,Pr,3,2,n2o,0.307716209,nmol_m2_s1,0.002217496,0.052222043,37.2,23.4,5.8,Pr,FALSE
2023-06-07,Pr 3-3,Pr,3,3,co2,5.052173262,umol_m2_s1,36.89400716,3e-4,37.9,24.2,8.2,Pr,FALSE
2023-06-07,Pr 3-3,Pr,3,3,ch4,0.759692052,nmol_m2_s1,0.005547728,0.062920542,37.9,24.2,8.2,Pr,FALSE
2023-06-07,Pr 3-3,Pr,3,3,n2o,0.204032096,nmol_m2_s1,0.001489965,0.06055955,37.9,24.2,8.2,Pr,FALSE
2023-06-07,Pr 3-4,Pr,3,4,co2,4.808084313,umol_m2_s1,37.71213689,9.08e-4,39.1,23.7,9.7,Pr,FALSE
2023-06-07,Pr 3-4,Pr,3,4,ch4,0.069599857,nmol_m2_s1,5.46e-4,0.845740633,39.1,23.7,9.7,Pr,FALSE
2023-06-07,Pr 3-4,Pr,3,4,n2o,0.18658491,nmol_m2_s1,0.001463476,0.30993044,39.1,23.7,9.7,Pr,FALSE
2023-06-07,SWd 1-1,SWd,1,1,co2,3.761177892,umol_m2_s1,27.58399148,4.44e-4,23.3,21.8,1.8,SWd,FALSE
2023-06-07,SWd 1-1,SWd,1,1,ch4,0.258912631,nmol_m2_s1,0.001898832,0.706651615,23.3,21.8,1.8,SWd,FALSE
2023-06-07,SWd 1-1,SWd,1,1,n2o,0.304071224,nmol_m2_s1,0.002230019,0.021042562,23.3,21.8,1.8,SWd,FALSE
2023-06-07,SWd 1-2,SWd,1,2,co2,1.834416009,umol_m2_s1,16.49571833,0.00563979,23.3,21.7,4.6,SWd,FALSE
2023-06-07,SWd 1-2,SWd,1,2,ch4,-0.763109852,nmol_m2_s1,-0.006862154,0.216662077,23.3,21.7,4.6,SWd,FALSE
2023-06-07,SWd 1-2,SWd,1,2,n2o,-0.153492146,nmol_m2_s1,-0.001380256,0.197257697,23.3,21.7,4.6,SWd,FALSE
2023-06-07,SWd 1-3,SWd,1,3,co2,2.500098274,umol_m2_s1,21.83490694,1.76e-4,24.2,21.6,4.5,SWd,FALSE
2023-06-07,SWd 1-3,SWd,1,3,ch4,-1.244712467,nmol_m2_s1,-0.010870845,0.094443024,24.2,21.6,4.5,SWd,FALSE
2023-06-07,SWd 1-3,SWd,1,3,n2o,-0.100823136,nmol_m2_s1,-8.81e-4,NA,24.2,21.6,4.5,SWd,FALSE
2023-06-07,SWd 1-4,SWd,1,4,co2,2.384045329,umol_m2_s1,21.31422119,2.75e-5,26.3,21.3,6.9,SWd,FALSE
2023-06-07,SWd 1-4,SWd,1,4,ch4,0.598164232,nmol_m2_s1,0.005347803,0.174931404,26.3,21.3,6.9,SWd,FALSE
2023-06-07,SWd 1-4,SWd,1,4,n2o,0.255243357,nmol_m2_s1,0.002281967,0.121570582,26.3,21.3,6.9,SWd,FALSE
2023-06-07,SWd 2-1,SWd,2,1,co2,4.031141982,umol_m2_s1,29.58940846,1.19e-5,30.8,25.7,6.4,SWd,FALSE
2023-06-07,SWd 2-1,SWd,2,1,ch4,-0.73474805,nmol_m2_s1,-0.005393201,0.037633004,30.8,25.7,6.4,SWd,FALSE
2023-06-07,SWd 2-1,SWd,2,1,n2o,0.050690529,nmol_m2_s1,3.72e-4,0.074266903,30.8,25.7,6.4,SWd,FALSE
2023-06-07,SWd 2-2,SWd,2,2,co2,3.420215338,umol_m2_s1,26.38516007,7.94e-5,41.7,24.8,3.6,SWd,FALSE
2023-06-07,SWd 2-2,SWd,2,2,ch4,-0.809195064,nmol_m2_s1,-0.006242514,0.007952975,41.7,24.8,3.6,SWd,FALSE
2023-06-07,SWd 2-2,SWd,2,2,n2o,0.146624637,nmol_m2_s1,0.001131132,0.099938077,41.7,24.8,3.6,SWd,FALSE
2023-06-07,SWd 2-3,SWd,2,3,co2,2.558069487,umol_m2_s1,19.30785446,0.001506612,30.4,24,6.2,SWd,FALSE
2023-06-07,SWd 2-3,SWd,2,3,ch4,-0.624544808,nmol_m2_s1,-0.004713953,0.590436409,30.4,24,6.2,SWd,FALSE
2023-06-07,SWd 2-3,SWd,2,3,n2o,0.459558365,nmol_m2_s1,0.003468665,0.183072184,30.4,24,6.2,SWd,FALSE
2023-06-07,SWd 2-4,SWd,2,4,co2,3.080539297,umol_m2_s1,25.43475104,1.01e-4,29.7,23.9,5.4,SWd,FALSE
2023-06-07,SWd 2-4,SWd,2,4,ch4,-1.336402041,nmol_m2_s1,-0.011034124,0.167374703,29.7,23.9,5.4,SWd,FALSE
2023-06-07,SWd 2-4,SWd,2,4,n2o,-0.01676196,nmol_m2_s1,-1.38e-4,0.896660794,29.7,23.9,5.4,SWd,FALSE
2023-06-07,SWd 3-1,SWd,3,1,co2,2.936863589,umol_m2_s1,25.23046283,8.31e-4,32.7,25.1,4.8,SWd,FALSE
2023-06-07,SWd 3-1,SWd,3,1,ch4,-0.943402627,nmol_m2_s1,-0.008104729,0.025344194,32.7,25.1,4.8,SWd,FALSE
2023-06-07,SWd 3-1,SWd,3,1,n2o,0.114464144,nmol_m2_s1,9.83e-4,0.103063751,32.7,25.1,4.8,SWd,FALSE
2023-06-07,SWd 3-2,SWd,3,2,co2,3.293313081,umol_m2_s1,27.44502895,1.16e-5,31.6,24.6,4.1,SWd,FALSE
2023-06-07,SWd 3-2,SWd,3,2,ch4,-0.955568373,nmol_m2_s1,-0.007963288,0.102958931,31.6,24.6,4.1,SWd,FALSE
2023-06-07,SWd 3-2,SWd,3,2,n2o,0.130418243,nmol_m2_s1,0.001086849,0.315654354,31.6,24.6,4.1,SWd,FALSE
2023-06-07,SWd 3-3,SWd,3,3,co2,2.836229301,umol_m2_s1,24.91213042,1.43e-6,32.8,24.9,5.9,SWd,FALSE
2023-06-07,SWd 3-3,SWd,3,3,ch4,-0.776571422,nmol_m2_s1,-0.006821045,0.032720477,32.8,24.9,5.9,SWd,FALSE
2023-06-07,SWd 3-3,SWd,3,3,n2o,0.068615597,nmol_m2_s1,6.03e-4,0.442469844,32.8,24.9,5.9,SWd,FALSE
2023-06-07,SWd 3-4,SWd,3,4,co2,2.3251729820000002,umol_m2_s1,23.28496956,3.71e-5,30.6,24.4,5.3,SWd,FALSE
2023-06-07,SWd 3-4,SWd,3,4,ch4,-0.517857234,nmol_m2_s1,-0.005185975,0.041685387,30.6,24.4,5.3,SWd,FALSE
2023-06-07,SWd 3-4,SWd,3,4,n2o,-0.133155638,nmol_m2_s1,-0.00133346,0.344201739,30.6,24.4,5.3,SWd,FALSE
2023-06-07,Wt 1-1,Wt,1,1,co2,3.002434229,umol_m2_s1,30.66814331,4.49e-4,22.6,18.9,13.6,Wt,FALSE
2023-06-07,Wt 1-1,Wt,1,1,ch4,-0.709934724,nmol_m2_s1,-0.007251576,0.072356344,22.6,18.9,13.6,Wt,FALSE
2023-06-07,Wt 1-1,Wt,1,1,n2o,0.169195022,nmol_m2_s1,0.00172823,0.401391109,22.6,18.9,13.6,Wt,FALSE
2023-06-07,Wt 1-2,Wt,1,2,co2,3.36323982,umol_m2_s1,35.12640445,0.001639404,35.9,18.3,23.1,Wt,FALSE
2023-06-07,Wt 1-2,Wt,1,2,ch4,-0.011266918,nmol_m2_s1,-1.18e-4,0.929285689,35.9,18.3,23.1,Wt,FALSE
2023-06-07,Wt 1-2,Wt,1,2,n2o,0.062265117,nmol_m2_s1,6.5e-4,0.339262103,35.9,18.3,23.1,Wt,FALSE
2023-06-07,Wt 1-3,Wt,1,3,co2,4.365796748,umol_m2_s1,42.52941886,9.72e-6,37.7,18.4,33.4,Wt,FALSE
2023-06-07,Wt 1-3,Wt,1,3,ch4,0.230294513,nmol_m2_s1,0.002243415,0.752528489,37.7,18.4,33.4,Wt,FALSE
2023-06-07,Wt 1-3,Wt,1,3,n2o,0.09662853,nmol_m2_s1,9.41e-4,0.319146542,37.7,18.4,33.4,Wt,FALSE
2023-06-07,Wt 1-4,Wt,1,4,co2,3.027745559,umol_m2_s1,29.35437112,5.63e-5,37.3,17.8,46.3,Wt,FALSE
2023-06-07,Wt 1-4,Wt,1,4,ch4,0.519835704,nmol_m2_s1,0.005039872,0.129766961,37.3,17.8,46.3,Wt,FALSE
2023-06-07,Wt 1-4,Wt,1,4,n2o,0.089410824,nmol_m2_s1,8.67e-4,0.482085132,37.3,17.8,46.3,Wt,FALSE
2023-06-07,Wt 2-1,Wt,2,1,co2,3.106833525,umol_m2_s1,32.99184989,0.001539679,39.3,21.8,10.6,Wt,FALSE
2023-06-07,Wt 2-1,Wt,2,1,ch4,-0.337744131,nmol_m2_s1,-0.003586547,0.164260561,39.3,21.8,10.6,Wt,FALSE
2023-06-07,Wt 2-1,Wt,2,1,n2o,0.029400342,nmol_m2_s1,3.12e-4,0.316409359,39.3,21.8,10.6,Wt,FALSE
2023-06-07,Wt 2-2,Wt,2,2,co2,4.591340099,umol_m2_s1,46.1871752,3.81e-4,40.6,21.2,11.4,Wt,FALSE
2023-06-07,Wt 2-2,Wt,2,2,ch4,-0.404890121,nmol_m2_s1,-0.004073044,0.13405705,40.6,21.2,11.4,Wt,FALSE
2023-06-07,Wt 2-2,Wt,2,2,n2o,-0.079859728,nmol_m2_s1,-8.03e-4,0.253967344,40.6,21.2,11.4,Wt,FALSE
2023-06-07,Wt 2-3,Wt,2,3,co2,5.278270567,umol_m2_s1,51.30979114,0.003616143,39.9,20.6,30.6,Wt,FALSE
2023-06-07,Wt 2-3,Wt,2,3,ch4,0.089766571,nmol_m2_s1,8.73e-4,0.733570025,39.9,20.6,30.6,Wt,FALSE
2023-06-07,Wt 2-3,Wt,2,3,n2o,0.032560817,nmol_m2_s1,3.17e-4,0.702622326,39.9,20.6,30.6,Wt,FALSE
2023-06-07,Wt 2-4,Wt,2,4,co2,9.318525494,umol_m2_s1,93.84791376,0.032259075,41.3,20.4,39.5,Wt,FALSE
2023-06-07,Wt 2-4,Wt,2,4,ch4,0.476417546,nmol_m2_s1,0.004798054,0.26315396,41.3,20.4,39.5,Wt,FALSE
2023-06-07,Wt 2-4,Wt,2,4,n2o,0.042703728,nmol_m2_s1,4.3e-4,0.293173625,41.3,20.4,39.5,Wt,FALSE
2023-06-07,Wt 3-1,Wt,3,1,co2,2.827061158,umol_m2_s1,30.78375489,4.12e-5,36.6,18.6,11.4,Wt,FALSE
2023-06-07,Wt 3-1,Wt,3,1,ch4,-0.282325352,nmol_m2_s1,-0.003074229,0.085945167,36.6,18.6,11.4,Wt,FALSE
2023-06-07,Wt 3-1,Wt,3,1,n2o,0.002064425,nmol_m2_s1,2.25e-5,0.977901488,36.6,18.6,11.4,Wt,FALSE
2023-06-07,Wt 3-2,Wt,3,2,co2,4.122119093,umol_m2_s1,50.63874798,2.47e-5,26.3,18.3,11.8,Wt,FALSE
2023-06-07,Wt 3-2,Wt,3,2,ch4,0.148484383,nmol_m2_s1,0.001824077,0.588595898,26.3,18.3,11.8,Wt,FALSE
2023-06-07,Wt 3-2,Wt,3,2,n2o,0.14632925,nmol_m2_s1,0.001797602,0.055075767,26.3,18.3,11.8,Wt,FALSE
2023-06-07,Wt 3-3,Wt,3,3,co2,4.123543183,umol_m2_s1,42.90596126,3.9e-6,25.6,18.8,10.6,Wt,FALSE
2023-06-07,Wt 3-3,Wt,3,3,ch4,0.772590771,nmol_m2_s1,0.0080389,0.053546294,25.6,18.8,10.6,Wt,FALSE
2023-06-07,Wt 3-3,Wt,3,3,n2o,0.159721507,nmol_m2_s1,0.001661921,0.370046884,25.6,18.8,10.6,Wt,FALSE
2023-06-07,Wt 3-4,Wt,3,4,co2,4.259322044,umol_m2_s1,45.12573346,0.002073934,25.6,19.9,16.5,Wt,FALSE
2023-06-07,Wt 3-4,Wt,3,4,ch4,0.122357429,nmol_m2_s1,0.001296326,0.876195093,25.6,19.9,16.5,Wt,FALSE
2023-06-07,Wt 3-4,Wt,3,4,n2o,0.336275411,nmol_m2_s1,0.003562697,0.317579719,25.6,19.9,16.5,Wt,FALSE
2023-06-07,Wt 4-1,Wt,4,1,co2,6.786659402,umol_m2_s1,65.38660923,3.33e-5,36.6,20.5,33.2,Wt,FALSE
2023-06-07,Wt 4-1,Wt,4,1,ch4,2.631669848,nmol_m2_s1,0.025355032,0.001816006,36.6,20.5,33.2,Wt,FALSE
2023-06-07,Wt 4-1,Wt,4,1,n2o,0.314706406,nmol_m2_s1,0.003032064,0.014676072,36.6,20.5,33.2,Wt,FALSE
2023-06-07,Wt 4-2,Wt,4,2,co2,6.926947131,umol_m2_s1,70.21654981,1.39e-6,37.3,20.4,35.5,Wt,FALSE
2023-06-07,Wt 4-2,Wt,4,2,ch4,0.682779612,nmol_m2_s1,0.006921148,0.051610717,37.3,20.4,35.5,Wt,FALSE
2023-06-07,Wt 4-2,Wt,4,2,n2o,0.08987986,nmol_m2_s1,9.11e-4,6.22e-4,37.3,20.4,35.5,Wt,FALSE
2023-06-07,Wt 4-3,Wt,4,3,co2,6.255429072,umol_m2_s1,57.21179115,6.27e-6,38.4,20.2,35.3,Wt,FALSE
2023-06-07,Wt 4-3,Wt,4,3,ch4,0.290314661,nmol_m2_s1,0.002655201,0.254295441,38.4,20.2,35.3,Wt,FALSE
2023-06-07,Wt 4-3,Wt,4,3,n2o,0.11294124,nmol_m2_s1,0.001032954,0.129773606,38.4,20.2,35.3,Wt,FALSE
2023-06-07,Wt 4-4,Wt,4,4,co2,4.438171379,umol_m2_s1,42.88965449,8.79e-5,33.5,19.8,32.3,Wt,FALSE
2023-06-07,Wt 4-4,Wt,4,4,ch4,0.673387408,nmol_m2_s1,0.006507489,0.027274189,33.5,19.8,32.3,Wt,FALSE
2023-06-07,Wt 4-4,Wt,4,4,n2o,0.041782076,nmol_m2_s1,4.04e-4,0.221942647,33.5,19.8,32.3,Wt,FALSE
2023-06-07,PrP 1-1,PrP,1,1,co2,-1.1464242320405014,umol_m2_s1,-12.141864662926798,0.458952725091633,38.1,23.1,6.1,Pr,TRUE
2023-06-07,PrP 1-2,PrP,1,2,co2,8.330073051129403,umol_m2_s1,87.7350896908804,0.01357786472676869,34.2,25.9,6.1,Pr,TRUE
2023-06-07,PrP 2-1,PrP,2,1,co2,2.3445609448217573,umol_m2_s1,19.689759266443925,0.01034970701568871,40.4,26.1,5.1,Pr,TRUE
2023-06-07,PrP 2-2,PrP,2,2,co2,7.5364054064694335,umol_m2_s1,63.13687777193939,0.01661791842784501,38.4,27.6,5.3,Pr,TRUE
2023-06-07,PrP 3-1,PrP,3,1,co2,0.5509621808619204,umol_m2_s1,4.314435654322667,0.1833601446918708,39,22.5,6.7,Pr,TRUE
2023-06-07,PrP 3-2,PrP,3,2,co2,7.063729401835649,umol_m2_s1,55.15196713286209,0.01481837663106782,36.7,23.9,7.7,Pr,TRUE
2023-06-07,SWdP 1-1,SWdP,1,1,co2,2.087936106188111,umol_m2_s1,20.097463336058595,0.09067634187790884,26.9,19.3,2.2,SWd,TRUE
2023-06-07,SWdP 1-2,SWdP,1,2,co2,3.121883778909966,umol_m2_s1,29.964260796102767,0.00106331669988616,26,19.3,2.8,SWd,TRUE
2023-06-07,SWdP 2-1,SWdP,2,1,co2,0.519010126023407,umol_m2_s1,4.172413332285871,0.3303627024670175,34.8,22.7,4.5,SWd,TRUE
2023-06-07,SWdP 2-2,SWdP,2,2,co2,3.4391810263861617,umol_m2_s1,27.301149642211534,0.03870819057049085,28,21.8,3.9,SWd,TRUE
2023-06-07,SWdP 3-1,SWdP,3,1,co2,0.5086863194983212,umol_m2_s1,4.071218420794139,0.4120678058006305,28,19.1,4.2,SWd,TRUE
2023-06-07,SWdP 3-2,SWdP,3,2,co2,4.516856702805766,umol_m2_s1,35.95697642965708,0.04054739349879168,25.6,19.3,5.2,SWd,TRUE
2023-06-07,WtP 1-1,WtP,1,1,co2,-0.3747820729238144,umol_m2_s1,-6.279363549327876,0.5668559210985439,31.6,17.7,34.3,Wt,TRUE
2023-06-07,WtP 1-2,WtP,1,2,co2,4.430496331378921,umol_m2_s1,74.09561865231645,0.00288814029640887,30.5,17.3,34.8,Wt,TRUE
2023-06-07,WtP 2-1,WtP,2,1,co2,0.3621316566945942,umol_m2_s1,4.1152355343156515,0.36681463497628,38.5,19.9,8.5,Wt,TRUE
2023-06-07,WtP 2-2,WtP,2,2,co2,4.8063073403568355,umol_m2_s1,54.234174272068906,0.00426079095692,34.2,20.5,9.7,Wt,TRUE
2023-06-07,WtP 3-1,WtP,3,1,co2,1.787672895617967,umol_m2_s1,21.273289383439593,0.02556218300019098,25.9,17.4,9.3,Wt,TRUE
2023-06-07,WtP 3-2,WtP,3,2,co2,3.803776511109606,umol_m2_s1,45.10573207362407,0.01081267912912387,23.8,18.6,10.7,Wt,TRUE
2023-06-07,WtP 4-1,WtP,4,1,co2,0.01550127076913379,umol_m2_s1,0.167888799087249,0.9778416126677952,38.9,18.5,32.7,Wt,TRUE
2023-06-07,WtP 4-2,WtP,4,2,co2,6.766460320656752,umol_m2_s1,72.84077560820813,0.00921599525981514,35.2,19.2,33.4,Wt,TRUE
2023-07-20,NWd 1-1,NWd,1,1,co2,2.405371685947844,umol_m2_s1,23.541309943301066,2.448350263958822e-5,28.6,22.2,NA,NWd,FALSE
2023-07-20,NWd 1-2,NWd,1,2,co2,2.4121002709763357,umol_m2_s1,23.099531327628274,6.054181745991633e-4,30.4,20.5,NA,NWd,FALSE
2023-07-20,NWd 1-3,NWd,1,3,co2,1.3986902658315743,umol_m2_s1,12.952827123539546,0.00333516052344991,29.5,21.5,NA,NWd,FALSE
2023-07-20,NWd 1-4,NWd,1,4,co2,1.959518188042149,umol_m2_s1,16.913247981601163,0.00637941868515877,28.4,21.2,NA,NWd,FALSE
