ecosystem,pref,suff,gas,estimate,p.value,date,average_temp_kelvin,h1,h2,h3,h4,diameter_cm2,base_vol_l,total_vol_l,total_vol_m3,flux,units
Wt,1,4,co2,8.672090964157569,0.089348060151647,231014,286.05,9.5,9,9,9.5,25.4,4.687044182,7.147044182,0.007147044182,0.8773488695375328,umol_m2_s1
Wt,2,1,co2,11.957617080996028,0.021922872624485,231014,287.05,9.5,10,10,10.5,25.4,5.067074791,7.527074791,0.007527074791,1.2696303731324508,umol_m2_s1
Wt,2,2,co2,10.22790927063806,0.00837181708624928,231014,286.8,13,10,11,8,25.4,5.320428531,7.780428531,0.007780428531,1.1235055419497613,umol_m2_s1
Wt,2,3,co2,16.14323343171491,0.19489763934774204,231014,287.05,9,10.5,9,11.5,25.4,5.067074791,7.527074791,0.007527074791,1.7140488231594395,umol_m2_s1
Wt,2,4,co2,21.307602182955257,0.03063275662705353,231014,286.85,9.75,8,10,9,25.4,4.655374964,7.115374964,0.007115374964,2.140136620306271,umol_m2_s1
Wt,3,1,co2,14.0790142003493,0.00977766750971231,231014,286,7,8.5,10,10,25.4,4.497028877,6.957028877,0.006957028877,1.3867366743250706,umol_m2_s1
Wt,3,2,co2,21.033775647537126,0.0938016235108548,231014,285.95,8.5,9,9,10,25.4,4.623705747,7.083705747,0.007083705747,2.1098502438546336,umol_m2_s1
Wt,3,3,co2,20.983736688297174,0.03177512021629564,231014,285.85,8.5,8,6,5.5,25.4,3.546952354,6.006952354,0.006006952354,1.785512109709208,umol_m2_s1
Wt,3,4,co2,22.899371224156766,0.01898539720172491,231014,285.75,8,9.5,8,9.5,25.4,4.433690442,6.893690442,0.006893690442,2.236933521217439,umol_m2_s1
Wt,4,1,co2,14.187135644930148,0.01994524415492168,231014,287,11,11.5,9,11,25.4,5.383766965,7.843766965,0.007843766965,1.5700066367226706,umol_m2_s1
Wt,4,2,co2,9.592918426411153,0.0968683806637572,231014,287,11,10,9,9.5,25.4,5.003736356,7.463736356,0.007463736356,1.0101575785601689,umol_m2_s1
Wt,4,3,co2,10.261852470201976,0.00571016575515776,231014,286.6,12,11.5,11,11.5,25.4,5.82713601,8.28713601,0.00828713601,1.2014841022423086,umol_m2_s1
Wt,4,4,co2,9.206078355413826,0.01461198787773122,231014,286.55,10,11.5,10.5,10,25.4,5.320428531,7.780428531,0.007780428531,1.0121427144527806,umol_m2_s1
NWd,1,1,ch4,-6.61971267529735e-4,0.7985025726894402,231014,283.65,8,9.5,13,10,25.4,5.130413226,7.590413226,0.007590413226,-0.07172750969184126,nmol_m2_s1
NWd,1,2,ch4,-0.00222321068583458,0.08245283992541982,231014,283.6,7,12,12.5,10.5,25.4,5.320428531,7.780428531,0.007780428531,-0.2469686875836761,nmol_m2_s1
NWd,1,3,ch4,9.354752803257312e-4,0.4551683101671793,231014,283.7,7.5,12.5,12,12,25.4,5.57378227,8.03378227,0.00803378227,0.10726474851585704,nmol_m2_s1
NWd,1,4,ch4,8.152774540725996e-4,0.4691188007937578,231014,283.7,10,13,13.5,12,25.4,6.143828184,8.603828184,0.008603828184,0.10011561212585623,nmol_m2_s1
NWd,2,1,ch4,-0.0032705851184408,0.3118286824086019,231014,284.35,18,12,18.5,12.5,25.4,7.727289056,10.18728906,0.01018728906,-0.4744547887560816,nmol_m2_s1
NWd,2,2,ch4,-0.00339430248391429,0.15797096730110555,231014,284.3,13,13.5,14,15,25.4,7.030566272,9.490566272,0.009490566272,-0.4588067406945508,nmol_m2_s1
NWd,2,3,ch4,-0.00226869123474802,0.15478312932829427,231014,284.2,8,9,10.5,10.5,25.4,4.813721051,7.273721051,0.007273721051,-0.235110455390335,nmol_m2_s1
NWd,2,4,ch4,-0.00442925860744267,0.0449695037401179,231014,284.25,8,13,17,14.5,25.4,6.650535663,9.110535663,0.009110535663,-0.5748287197850779,nmol_m2_s1
NWd,3,1,ch4,-0.00503783499555116,0.1422234649539992,231014,285.2,11,12,15.5,14,25.4,6.650535663,9.110535663,0.009110535663,-0.6516318625562366,nmol_m2_s1
NWd,3,2,ch4,-0.00224510061395612,0.3189198049002045,231014,285.25,14,14.5,15,13,25.4,7.157243142,9.617243142,0.009617243142,-0.306495944884465,nmol_m2_s1
NWd,3,3,ch4,-0.00707179795256924,0.00502782603088581,231014,285.3,9,9.5,14.5,14.5,25.4,6.017151314,8.477151314,0.008477151314,-0.8508284217462835,nmol_m2_s1
NWd,3,4,ch4,-0.00637669927585094,0.00367942879075635,231014,285.2,13.5,14,14,13.5,25.4,6.967227838,9.427227838,0.009427227838,-0.8534820657819211,nmol_m2_s1
Pr,1,1,ch4,0.0015179549026009,0.6359088619871454,231014,285.55,10.5,9.5,11,11,25.4,5.320428531,7.780428531,0.007780428531,0.16747277008247768,nmol_m2_s1
Pr,1,2,ch4,6.679696806639521e-4,0.9124186913075164,231014,285.55,10,10.5,10.5,11,25.4,5.320428531,7.780428531,0.007780428531,0.07369568921990038,nmol_m2_s1
Pr,1,3,ch4,4.221246975328183e-5,0.9946157098097144,231014,286,9.5,9.5,10,10,25.4,4.940397921,7.400397921,0.007400397921,0.00442276417621989,nmol_m2_s1
Pr,1,4,ch4,-0.00517042963317282,0.6910062017708849,231014,285.95,9,8.5,9.75,9.5,25.4,4.655374964,7.115374964,0.007115374964,-0.5209527127482491,nmol_m2_s1
Pr,2,1,ch4,-4.3805190014419736e-4,0.9332806161031976,231014,287,13.5,16,14,12,25.4,7.030566272,9.490566272,0.009490566272,-0.058654289632310785,nmol_m2_s1
Pr,2,2,ch4,-0.00715922110894674,0.5789077087893582,231014,286.9,12.5,18,17,11.5,25.4,7.473935317,9.933935317,0.009933935317,-1.0037383938456117,nmol_m2_s1
Pr,2,3,ch4,0.001895313070701,0.7844668843326926,231014,286.3,14,16.5,15,15.5,25.4,7.727289056,10.18728906,0.01018728906,0.27307517478543175,nmol_m2_s1
Pr,2,4,ch4,6.070220012047395e-4,0.905505323167528,231014,286.85,13.5,16.5,15,14,25.4,7.473935317,9.933935317,0.009933935317,0.08512064134630043,nmol_m2_s1
Pr,3,1,ch4,-0.00183987485850442,0.7478049632702286,231014,288.05,16.5,12.5,12,16,25.4,7.220581577,9.680581577,0.009680581577,-0.25037204454663414,nmol_m2_s1
Pr,3,2,ch4,5.512221158158432e-4,0.9327479283292048,231014,288.3,15.5,14,16.5,17.5,25.4,8.043981231,10.50398123,0.01050398123,0.08132047557791268,nmol_m2_s1
Pr,3,3,ch4,-0.00135449910443292,0.822222842812595,231014,288.3,15.5,16.5,16,14.5,25.4,7.917304361,10.37730436,0.01037730436,-0.19741612167909203,nmol_m2_s1
Pr,3,4,ch4,-0.00136166566013868,0.14844863931504892,231014,288.5,14.5,13,15,14.5,25.4,7.220581577,9.680581577,0.009680581577,-0.18500782525676512,nmol_m2_s1
SWd,1,1,ch4,-0.00474290789742053,0.10234007367185968,231014,285.95,9.5,17,14.4,18.3,25.4,7.499270691,9.959270691,0.009959270691,-0.6688767623610143,nmol_m2_s1
SWd,1,2,ch4,-0.00515855690981109,0.18663137912120437,231014,285.7,9.1,10.6,12.4,12.6,25.4,5.662456079,8.122456079,0.008122456079,-0.5938398512563091,nmol_m2_s1
SWd,1,3,ch4,-0.0026902888240031,0.33172153447760505,231014,285.8,7.7,9.6,14.6,14.8,25.4,5.915809818,8.375809818,0.008375809818,-0.3192474757934632,nmol_m2_s1
SWd,1,4,ch4,-0.00548818129780758,0.02261109967036081,231014,285.8,9.6,13.6,12.2,10,25.4,5.751129888,8.211129888,0.008211129888,-0.6384591693678706,nmol_m2_s1
SWd,2,1,ch4,-0.00134885001057592,0.6364691052619711,231014,284.75,13.5,15.5,16.5,15,25.4,7.663950621,10.12395062,0.01012395062,-0.19418421625661583,nmol_m2_s1
SWd,2,2,ch4,-2.507340712417324e-4,0.9349867431711376,231014,284.85,15,12.5,15,15.5,25.4,7.347258447,9.807258447,0.009807258447,-0.03495495363164834,nmol_m2_s1
SWd,2,3,ch4,3.5251292891625666e-4,0.9159928706659066,231014,284.85,13.75,16.5,14,14,25.4,7.378927664,9.838927664,0.009838927664,0.0493026854391348,nmol_m2_s1
SWd,2,4,ch4,-0.00129971593540807,0.606561402943127,231014,284.75,12,13.5,12.5,13.5,25.4,6.523858793,8.983858793,0.008983858793,-0.16603957363751212,nmol_m2_s1
SWd,3,1,ch4,-0.00127267090260354,0.7005171904626124,231014,286.2,10.5,13,13,13,25.4,6.270505054,8.730505054,0.008730505054,-0.15719902023620955,nmol_m2_s1
SWd,3,2,ch4,-0.00110076462522813,0.7951744404688814,231014,286.35,12,13.5,14,12,25.4,6.523858793,8.983858793,0.008983858793,-0.1398376688494678,nmol_m2_s1
SWd,3,3,ch4,-0.00271059364696399,0.08002138184098763,231014,285.95,10,14,13,11,25.4,6.080489749,8.540489749,0.008540489749,-0.32780915052535575,nmol_m2_s1
SWd,3,4,ch4,-0.00218972145733952,0.518189702066639,231014,286,6.5,7,13,13,25.4,5.003736356,7.463736356,0.007463736356,-0.23138921497079706,nmol_m2_s1
Wt,1,1,ch4,-0.00447511131771379,0.39693286138975226,231014,286,9.5,9.5,11,11.5,25.4,5.257090096,7.717090096,0.007717090096,-0.4889397675209029,nmol_m2_s1
Wt,1,2,ch4,-0.00175755964735606,0.6385938296109019,231014,286.1,11.5,10.75,11,8,25.4,5.225420878,7.685420878,0.007685420878,-0.19117181011121884,nmol_m2_s1
Wt,1,3,ch4,-0.0056104698464088,0.4080290628844383,231014,286.15,8.5,9,9,10.5,25.4,4.687044182,7.147044182,0.007147044182,-0.5674086217700589,nmol_m2_s1
Wt,1,4,ch4,5.002664288969946e-4,0.8485071188388104,231014,286.05,9.5,9,9,9.5,25.4,4.687044182,7.147044182,0.007147044182,0.05061157541755485,nmol_m2_s1
Wt,2,1,ch4,-9.777815391908632e-4,0.8906583547168865,231014,287.05,9.5,10,10,10.5,25.4,5.067074791,7.527074791,0.007527074791,-0.10381843907829097,nmol_m2_s1
Wt,2,2,ch4,-0.00186567634552707,0.7668149303615474,231014,286.8,13,10,11,8,25.4,5.320428531,7.780428531,0.007780428531,-0.20493902108631804,nmol_m2_s1
Wt,2,3,ch4,-0.00497422735820495,0.6782027747703647,231014,287.05,9,10.5,9,11.5,25.4,5.067074791,7.527074791,0.007527074791,-0.5281512272943049,nmol_m2_s1
Wt,2,4,ch4,-0.00847859739455572,0.114070413423606,231014,286.85,9.75,8,10,9,25.4,4.655374964,7.115374964,0.007115374964,-0.851590742924475,nmol_m2_s1
Wt,3,1,ch4,-0.00135000723802096,0.7983813105136893,231014,286,7,8.5,10,10,25.4,4.497028877,6.957028877,0.006957028877,-0.13297128058309035,nmol_m2_s1
Wt,3,2,ch4,-0.00495842969795399,0.23371098551972805,231014,285.95,8.5,9,9,10,25.4,4.623705747,7.083705747,0.007083705747,-0.49736881683385453,nmol_m2_s1
Wt,3,3,ch4,-0.00126988730362997,0.6453839591352353,231014,285.85,8.5,8,6,5.5,25.4,3.546952354,6.006952354,0.006006952354,-0.10805507104279644,nmol_m2_s1
Wt,3,4,ch4,-0.00218836464217797,0.6758668332126845,231014,285.75,8,9.5,8,9.5,25.4,4.433690442,6.893690442,0.006893690442,-0.21377120693911836,nmol_m2_s1
Wt,4,1,ch4,-0.00168511899610274,0.7948009999153962,231014,287,11,11.5,9,11,25.4,5.383766965,7.843766965,0.007843766965,-0.1864821817287821,nmol_m2_s1
Wt,4,2,ch4,7.905122107843088e-4,0.8781822681083239,231014,287,11,10,9,9.5,25.4,5.003736356,7.463736356,0.007463736356,0.0832428532353182,nmol_m2_s1
Wt,4,3,ch4,-0.00189355404767702,0.7322649116358313,231014,286.6,12,11.5,11,11.5,25.4,5.82713601,8.28713601,0.00828713601,-0.22170218209887552,nmol_m2_s1
Wt,4,4,ch4,0.00148305030129056,0.8146946175697656,231014,286.55,10,11.5,10.5,10,25.4,5.320428531,7.780428531,0.007780428531,0.16305081269871147,nmol_m2_s1
NWd,1,1,n2o,7.906820800268093e-5,0.8194569342177451,231014,283.65,8,9.5,13,10,25.4,5.130413226,7.590413226,0.007590413226,0.008567389453310472,nmol_m2_s1
NWd,1,2,n2o,1.6119803359678395e-4,0.6271226098077773,231014,283.6,7,12,12.5,10.5,25.4,5.320428531,7.780428531,0.007780428531,0.017906924904655314,nmol_m2_s1
NWd,1,3,n2o,-1.0180072569560744e-4,0.7822704967051886,231014,283.7,7.5,12.5,12,12,25.4,5.57378227,8.03378227,0.00803378227,-0.0116728143117463,nmol_m2_s1
NWd,1,4,n2o,2.979685718927094e-4,0.47846131616012483,231014,283.7,10,13,13.5,12,25.4,6.143828184,8.603828184,0.008603828184,0.03659037278694249,nmol_m2_s1
NWd,2,1,n2o,-3.730552592684869e-5,0.9307313950723652,231014,284.35,18,12,18.5,12.5,25.4,7.727289056,10.18728906,0.01018728906,-0.0054118100529655724,nmol_m2_s1
NWd,2,2,n2o,-7.98021662711443e-5,0.8765280436885763,231014,284.3,13,13.5,14,15,25.4,7.030566272,9.490566272,0.009490566272,-0.01078683234058903,nmol_m2_s1
NWd,2,3,n2o,-1.2539265855962076e-4,0.6749160269051532,231014,284.2,8,9,10.5,10.5,25.4,4.813721051,7.273721051,0.007273721051,-0.012994771877730491,nmol_m2_s1
NWd,2,4,n2o,5.065224036553026e-5,0.8583790240956211,231014,284.25,8,13,17,14.5,25.4,6.650535663,9.110535663,0.009110535663,0.00657364246798287,nmol_m2_s1
NWd,3,1,n2o,2.2826308582930724e-4,0.4243155305626209,231014,285.2,11,12,15.5,14,25.4,6.650535663,9.110535663,0.009110535663,0.02952528217044401,nmol_m2_s1
NWd,3,2,n2o,2.167637708944862e-4,0.5349716538493647,231014,285.25,14,14.5,15,13,25.4,7.157243142,9.617243142,0.009617243142,0.029592088819554233,nmol_m2_s1
NWd,3,3,n2o,-1.372010320279465e-4,0.6361754408757703,231014,285.3,9,9.5,14.5,14.5,25.4,6.017151314,8.477151314,0.008477151314,-0.016507052142219144,nmol_m2_s1
NWd,3,4,n2o,-5.12307398252555e-5,0.8703101438513278,231014,285.2,13.5,14,14,13.5,25.4,6.967227838,9.427227838,0.009427227838,-0.006856920134713482,nmol_m2_s1
Pr,1,1,n2o,2.942476529917014e-4,0.19491488074233304,231014,285.55,10.5,9.5,11,11,25.4,5.320428531,7.780428531,0.007780428531,0.032463724351990284,nmol_m2_s1
Pr,1,2,n2o,0.00184060162531639,0.10086281981467426,231014,285.55,10,10.5,10.5,11,25.4,5.320428531,7.780428531,0.007780428531,0.20306970403526645,nmol_m2_s1
Pr,1,3,n2o,-2.6475239135848716e-4,0.7477823931710151,231014,286,9.5,9.5,10,10,25.4,4.940397921,7.400397921,0.007400397921,-0.02773913487916282,nmol_m2_s1
Pr,1,4,n2o,-4.4646668071598e-4,0.6303387922934194,231014,285.95,9,8.5,9.75,9.5,25.4,4.655374964,7.115374964,0.007115374964,-0.044984274996886314,nmol_m2_s1
Pr,2,1,n2o,-5.252266188002369e-5,0.9806751516961004,231014,287,13.5,16,14,12,25.4,7.030566272,9.490566272,0.009490566272,-0.007032681335605996,nmol_m2_s1
Pr,2,2,n2o,-9.144410709715988e-4,0.6910184943745518,231014,286.9,12.5,18,17,11.5,25.4,7.473935317,9.933935317,0.009933935317,-0.1282066300056667,nmol_m2_s1
Pr,2,3,n2o,2.8804102121378307e-4,0.3697570533477206,231014,286.3,14,16.5,15,15.5,25.4,7.727289056,10.18728906,0.01018728906,0.04150071744307449,nmol_m2_s1
Pr,2,4,n2o,0.00177378128068217,0.19464022866412423,231014,286.85,13.5,16.5,15,14,25.4,7.473935317,9.933935317,0.009933935317,0.24873134733184626,nmol_m2_s1
Pr,3,1,n2o,-3.804214476593711e-5,0.9290933045288272,231014,288.05,16.5,12.5,12,16,25.4,7.220581577,9.680581577,0.009680581577,-0.005176813803374133,nmol_m2_s1
Pr,3,2,n2o,-0.00253060772861808,0.1200266439649068,231014,288.3,15.5,14,16.5,17.5,25.4,8.043981231,10.50398123,0.01050398123,-0.3733344836641419,nmol_m2_s1
Pr,3,3,n2o,-0.00196181034136058,0.34144183286008545,231014,288.3,15.5,16.5,16,14.5,25.4,7.917304361,10.37730436,0.01037730436,-0.28593078267370803,nmol_m2_s1
Pr,3,4,n2o,-6.054271311685345e-4,0.4066895244463359,231014,288.5,14.5,13,15,14.5,25.4,7.220581577,9.680581577,0.009680581577,-0.0822586337952631,nmol_m2_s1
SWd,1,1,n2o,2.7440440047935345e-5,0.9123502278225856,231014,285.95,9.5,17,14.4,18.3,25.4,7.499270691,9.959270691,0.009959270691,0.0038698353613416435,nmol_m2_s1
SWd,1,2,n2o,-3.698300375671389e-4,0.2319858343300781,231014,285.7,9.1,10.6,12.4,12.6,25.4,5.662456079,8.122456079,0.008122456079,-0.04257388613495545,nmol_m2_s1
SWd,1,3,n2o,1.6210207265310555e-5,0.9302978170276812,231014,285.8,7.7,9.6,14.6,14.8,25.4,5.915809818,8.375809818,0.008375809818,0.0019236104708783082,nmol_m2_s1
SWd,1,4,n2o,2.282520892333063e-4,0.5264582683419439,231014,285.8,9.6,13.6,12.2,10,25.4,5.751129888,8.211129888,0.008211129888,0.026553357367511517,nmol_m2_s1
SWd,2,1,n2o,9.946857980634324e-5,0.4647885650681027,231014,284.75,13.5,15.5,16.5,15,25.4,7.663950621,10.12395062,0.01012395062,0.014319774667612122,nmol_m2_s1
SWd,2,2,n2o,9.148851021421884e-4,0.5212262646758432,231014,284.85,15,12.5,15,15.5,25.4,7.347258447,9.807258447,0.009807258447,0.12754455812602508,nmol_m2_s1
SWd,2,3,n2o,8.646020950710101e-5,0.6808191083291542,231014,284.85,13.75,16.5,14,14,25.4,7.378927664,9.838927664,0.009838927664,0.012092380626819362,nmol_m2_s1
SWd,2,4,n2o,4.3469949653782375e-4,0.7776840799574842,231014,284.75,12,13.5,12.5,13.5,25.4,6.523858793,8.983858793,0.008983858793,0.055533149282285296,nmol_m2_s1
SWd,3,1,n2o,9.977760297701227e-4,0.5455549695816888,231014,286.2,10.5,13,13,13,25.4,6.270505054,8.730505054,0.008730505054,0.12324428410688648,nmol_m2_s1
SWd,3,2,n2o,-5.533814138028118e-4,0.687812399382984,231014,286.35,12,13.5,14,12,25.4,6.523858793,8.983858793,0.008983858793,-0.07029983078786749,nmol_m2_s1
SWd,3,3,n2o,0.00165318397967736,0.1524076125328034,231014,285.95,10,14,13,11,25.4,6.080489749,8.540489749,0.008540489749,0.199929943998486,nmol_m2_s1
SWd,3,4,n2o,5.113525670868833e-4,0.49074462615681275,231014,286,6.5,7,13,13,25.4,5.003736356,7.463736356,0.007463736356,0.05403494068843562,nmol_m2_s1
Wt,1,1,n2o,-0.00211247657271538,0.4150488424440846,231014,286,9.5,9.5,11,11.5,25.4,5.257090096,7.717090096,0.007717090096,-0.23080404732467713,nmol_m2_s1
Wt,1,2,n2o,-5.871262031687528e-4,0.15287629677757253,231014,286.1,11.5,10.75,11,8,25.4,5.225420878,7.685420878,0.007685420878,-0.06386240102425318,nmol_m2_s1
Wt,1,3,n2o,-5.630656492655673e-4,0.40692697166556546,231014,286.15,8.5,9,9,10.5,25.4,4.687044182,7.147044182,0.007147044182,-0.05694501757644057,nmol_m2_s1
Wt,1,4,n2o,-4.4297108437760995e-4,0.3612610267772488,231014,286.05,9.5,9,9,9.5,25.4,4.687044182,7.147044182,0.007147044182,-0.044815048841483726,nmol_m2_s1
Wt,2,1,n2o,1.0675955828824064e-4,0.7431137951459379,231014,287.05,9.5,10,10,10.5,25.4,5.067074791,7.527074791,0.007527074791,0.011335467334906842,nmol_m2_s1
Wt,2,2,n2o,0.00153283791109702,0.31424989332168807,231014,286.8,13,10,11,8,25.4,5.320428531,7.780428531,0.007780428531,0.16837770481324993,nmol_m2_s1
Wt,2,3,n2o,-0.00240922529167954,0.01729636731043337,231014,287.05,9,10.5,9,11.5,25.4,5.067074791,7.527074791,0.007527074791,-0.2558056162290524,nmol_m2_s1
Wt,2,4,n2o,2.4527147230874676e-5,0.9918999995595548,231014,286.85,9.75,8,10,9,25.4,4.655374964,7.115374964,0.007115374964,0.0024635078846379204,nmol_m2_s1
Wt,3,1,n2o,-0.00311866133969504,0.01616944688455172,231014,286,7,8.5,10,10,25.4,4.497028877,6.957028877,0.006957028877,-0.3071779027289831,nmol_m2_s1
Wt,3,2,n2o,-7.525001058319876e-4,0.5801167995778533,231014,285.95,8.5,9,9,10,25.4,4.623705747,7.083705747,0.007083705747,-0.07548157584233614,nmol_m2_s1
Wt,3,3,n2o,6.309190378972145e-4,0.5998134211978563,231014,285.85,8.5,8,6,5.5,25.4,3.546952354,6.006952354,0.006006952354,0.05368507998100387,nmol_m2_s1
