ecosystem,pref,suff,gas,estimate,p.value,date,average_temp_kelvin,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,h1,h2,h3,h4,diameter_cm2,base_vol_l,total_vol_l,total_vol_m3,flux,units
SWd,3,3,co2,22.86455874848303,0.03013853911278204,240914,303.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,1.6772857751566626,umol_m2_s1
SWd,3,4,co2,20.12020093849504,0.02329844464578911,240914,302.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,25.4,2.786891135,5.246891135,0.005246891135,1.4142690550519357,umol_m2_s1
Wt,1,1,co2,58.489587465944666,0.00112040276612439,240914,310.5,NA,NA,NA,NA,NA,NA,NA,40.9,26.2,27.6,33.3,34.1,5,5.5,4.5,5,25.4,2.533537395,4.993537395,0.004993537395,3.8088094120294627,umol_m2_s1
Wt,1,2,co2,33.63040174294809,0.00139346879704051,240914,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5.5,6,25.4,2.97690644,5.43690644,0.00543690644,2.365394370115847,umol_m2_s1
Wt,1,3,co2,25.16120835038501,0.00205003404921573,240914,308.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,6,5,25.4,2.7235527,5.1835527,0.0051835527,1.7124134262590365,umol_m2_s1
Wt,1,4,co2,41.054110005284024,0.00214306581862409,240914,311.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.5,5,5.5,25.4,2.59687583,5.05687583,0.00505687583,2.6969078699697793,umol_m2_s1
Wt,2,1,co2,27.420633027897527,7.904347416047901e-4,240914,303.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,5.5,5.5,25.4,2.85022957,5.31022957,0.00531022957,1.939780579829298,umol_m2_s1
Wt,2,2,co2,49.33581385570544,0.0037067146231763,240914,310.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5.25,5.75,25.4,2.85022957,5.31022957,0.00531022957,3.4214314199799465,umol_m2_s1
Wt,2,3,co2,NA,NA,240914,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.25,6.25,5.5,25.4,2.913568005,5.373568005,0.005373568005,NA,umol_m2_s1
Wt,2,4,co2,36.11717140002578,0.00279639374309929,240914,309.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.25,6,25.4,2.818560352,5.278560352,0.005278560352,2.4954167314312676,umol_m2_s1
Wt,3,1,co2,32.15072768386855,0.00455383988253243,240914,302.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,3.8,5.3,5.3,25.4,2.520869709,4.980869709,0.004980869709,2.144618247847941,umol_m2_s1
Wt,3,2,co2,29.633222944996113,9.626055674889828e-4,240914,303.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.7,4,4.8,25.4,2.254848282,4.714848282,0.004714848282,1.8667936018855675,umol_m2_s1
Wt,3,3,co2,29.826264067719933,0.01987799292212827,240914,305.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.8,4.9,4.5,25.4,2.394192839,4.854192839,0.004854192839,1.9164627760099788,umol_m2_s1
Wt,3,4,co2,14.19628413049397,0.04574004033760191,240914,306.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.5,4.8,5.2,25.4,2.533537395,4.993537395,0.004993537395,0.9371302870563,umol_m2_s1
Wt,4,1,co2,17.280613096130395,0.00853626274234892,240914,301.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,3.5,4.5,25.4,2.216845221,4.676845221,0.004676845221,1.0844982276658863,umol_m2_s1
Wt,4,2,co2,24.663355812105586,0.01316498737832281,240914,305.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6,6,6,25.4,3.014909501,5.474909501,0.005474909501,1.7923468845572021,umol_m2_s1
Wt,4,3,co2,16.85004427049127,0.02219773621335279,240914,305.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.5,4.3,6,25.4,2.546205082,5.006205082,0.005006205082,1.1195189693958685,umol_m2_s1
Wt,4,4,co2,24.816476400071707,0.00774052489762757,240914,306.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5.9,25.4,3.027577188,5.487577188,0.005487577188,1.799095686461773,umol_m2_s1
NWd,1,1,ch4,-0.04720599813317407,0.2762153453628805,240914,298.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.5,5,9,25.4,4.116998268,6.576998268,0.006576998268,-4.216519179271137,nmol_m2_s1
NWd,1,2,ch4,-0.045009455433712,0.1315129442912573,240914,298.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,9,12,25.4,6.080489749,8.540489749,0.008540489749,-5.218792905052917,nmol_m2_s1
NWd,1,3,ch4,-0.05394697490198416,0.03359656480935463,240914,298.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,6.5,11.5,25.4,4.560367312,7.020367312,0.007020367312,-5.140882289045394,nmol_m2_s1
NWd,1,4,ch4,-0.05035519278473842,0.0113315774017066,240914,300.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8.5,7,11.5,25.4,4.940397921,7.400397921,0.007400397921,-5.019660449057847,nmol_m2_s1
NWd,2,1,ch4,-0.04149240849355785,0.03027511598665695,240914,299.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11,12,13,25.4,6.333843489,8.793843489,0.008793843489,-4.9289245068231775,nmol_m2_s1
NWd,2,2,ch4,-0.04202778415832822,0.02043713880880477,240914,298.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,13,13,25.4,6.840550968,9.300550968,0.009300550968,-5.295210590092203,nmol_m2_s1
NWd,2,3,ch4,-0.03638037490052747,0.03202787926761337,240914,298.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,13,12,25.4,6.840550968,9.300550968,0.009300550968,-4.589049614980657,nmol_m2_s1
NWd,2,4,ch4,-0.04373816911976344,0.05907545996352825,240914,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11.5,10,13,25.4,6.143828184,8.603828184,0.008603828184,-5.096184254154468,nmol_m2_s1
NWd,3,1,ch4,-0.03889637024209461,0.04673124255187014,240914,300.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9.5,8,12.5,25.4,5.320428531,7.780428531,0.007780428531,-4.07785799663341,nmol_m2_s1
NWd,3,2,ch4,-0.04423555190990726,0.0324014036449774,240914,299.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,12,14,25.4,6.840550968,9.300550968,0.009300550968,-5.560352179464431,nmol_m2_s1
NWd,3,3,ch4,-0.04212718171067493,0.02521741941659994,240914,299.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,12,14,25.4,6.840550968,9.300550968,0.009300550968,-5.293565869873093,nmol_m2_s1
NWd,3,4,ch4,-0.03339058656825453,0.0677609520295559,240914,299.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,2,9,25.4,3.420275484,5.880275484,0.005880275484,-2.6540944787882754,nmol_m2_s1
Pr,1,1,ch4,-0.03410210980260241,0.138774574769343,240914,303.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5,6,25.4,2.85022957,5.31022957,0.00531022957,-2.4124392117057765,nmol_m2_s1
Pr,1,2,ch4,-0.03273587206323609,0.14060582097278115,240914,300.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,5.5,5.5,4.75,25.4,2.533537395,4.993537395,0.004993537395,-2.1997534876646045,nmol_m2_s1
Pr,1,3,ch4,-0.02149150494074021,0.13485430380745264,240914,307.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-1.555049503566259,nmol_m2_s1
Pr,1,4,ch4,-0.02585042509428939,0.14069170964057426,240914,308.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,5,5.5,25.4,2.660214265,5.120214265,0.005120214265,-1.7361337364567078,nmol_m2_s1
Pr,2,1,ch4,-0.0313220407297299,0.10077969609577404,240914,308.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-2.2593790119609816,nmol_m2_s1
Pr,2,2,ch4,-0.03154389095815401,0.12372085847723484,240914,312.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.25,5.5,5.75,25.4,2.7235527,5.1835527,0.0051835527,-2.1193160994050304,nmol_m2_s1
Pr,2,3,ch4,-0.02840419901969707,0.1205814644415846,240914,310.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,6,5.5,25.4,2.913568005,5.373568005,0.005373568005,-1.9881923852167822,nmol_m2_s1
Pr,2,4,ch4,-0.02439580210600303,0.1473209871213702,240914,312.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.25,5.5,6,25.4,2.881898787,5.341898787,0.005341898787,-1.6888621763788065,nmol_m2_s1
Pr,3,1,ch4,-0.03364651821647245,0.08206830011447666,240914,310.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,5.5,25.4,2.786891135,5.246891135,0.005246891135,-2.3003558673032147,nmol_m2_s1
Pr,3,2,ch4,-0.03229309897683189,0.05514236607431422,240914,312.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-2.3036836044674187,nmol_m2_s1
Pr,3,3,ch4,-0.03090897777924848,0.02063460078179111,240914,310.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.25,6,5.25,25.4,2.7235527,5.1835527,0.0051835527,-2.0913867322622637,nmol_m2_s1
Pr,3,4,ch4,-0.03202835077356172,0.00578993581025078,240914,311.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.25,5.25,5.5,25.4,2.59687583,5.05687583,0.00505687583,-2.1023056500138066,nmol_m2_s1
SWd,1,1,ch4,-0.03022868987721599,0.06613606329252028,240914,299.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,6,6,25.4,2.97690644,5.43690644,0.00543690644,-2.220487962493071,nmol_m2_s1
SWd,1,2,ch4,-0.03738498396744386,0.02544440713928177,240914,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,6.25,6.25,25.4,3.040244875,5.500244875,0.005500244875,-2.7661562591067654,nmol_m2_s1
SWd,1,3,ch4,-0.03159499896917055,0.02927462788749409,240914,301.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.5,6,6,25.4,3.103583309,5.563583309,0.005563583309,-2.3619229533659216,nmol_m2_s1
SWd,1,4,ch4,-0.03762014170112529,0.03138784864494811,240914,300.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-2.791438639721868,nmol_m2_s1
SWd,2,1,ch4,-0.03752730749658253,0.0734824332680339,240914,300.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,6,6,6,25.4,3.071914092,5.531914092,0.005531914092,-2.797321208319004,nmol_m2_s1
SWd,2,2,ch4,-0.03478638863511644,0.07734889951744421,240914,300.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5.5,6,25.4,2.97690644,5.43690644,0.00543690644,-2.5522990246382546,nmol_m2_s1
SWd,2,3,ch4,-0.03396154841653724,0.11833471388549464,240914,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5.5,5,25.4,2.786891135,5.246891135,0.005246891135,-2.405095152254476,nmol_m2_s1
SWd,2,4,ch4,-0.02769927867149957,0.1308860752724973,240914,300.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-2.0525688499816392,nmol_m2_s1
SWd,3,1,ch4,-0.03249601414745185,0.0224919592209247,240914,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,6,25.4,2.85022957,5.31022957,0.00531022957,-2.283420768653058,nmol_m2_s1
SWd,3,2,ch4,-0.03046518296154088,0.096960193728079,240914,302.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,6.5,6,25.4,2.913568005,5.373568005,0.005373568005,-2.19458133637798,nmol_m2_s1
SWd,3,3,ch4,-0.03235334654914202,0.04251917348498101,240914,303.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-2.3733590725510996,nmol_m2_s1
SWd,3,4,ch4,-0.0312404748795245,0.05794820704476405,240914,302.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,25.4,2.786891135,5.246891135,0.005246891135,-2.1959242366564373,nmol_m2_s1
Wt,1,1,ch4,-0.03922921065007724,0.02077451735514786,240914,310.5,NA,NA,NA,NA,NA,NA,NA,40.9,26.2,27.6,33.3,34.1,5,5.5,4.5,5,25.4,2.533537395,4.993537395,0.004993537395,-2.554584383716125,nmol_m2_s1
Wt,1,2,ch4,-0.03265910664790623,0.05235399828893369,240914,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5.5,6,25.4,2.97690644,5.43690644,0.00543690644,-2.297078327771366,nmol_m2_s1
Wt,1,3,ch4,-0.03228318342258687,0.02836439579081974,240914,308.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,6,5,25.4,2.7235527,5.1835527,0.0051835527,-2.1971185153504362,nmol_m2_s1
Wt,1,4,ch4,-0.02727956646423482,0.06077370795962576,240914,311.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.5,5,5.5,25.4,2.59687583,5.05687583,0.00505687583,-1.792036838145788,nmol_m2_s1
Wt,2,1,ch4,-0.03274840528181858,0.07215300316803745,240914,303.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,5.5,5.5,25.4,2.85022957,5.31022957,0.00531022957,-2.3166759323689337,nmol_m2_s1
Wt,2,2,ch4,-0.03615032891515413,0.0726282319161452,240914,310.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5.25,5.75,25.4,2.85022957,5.31022957,0.00531022957,-2.5070199825762933,nmol_m2_s1
Wt,2,3,ch4,NA,NA,240914,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.25,6.25,5.5,25.4,2.913568005,5.373568005,0.005373568005,NA,nmol_m2_s1
Wt,2,4,ch4,-0.02811500722757603,0.0680586620698046,240914,309.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.25,6,25.4,2.818560352,5.278560352,0.005278560352,-1.9425291826688886,nmol_m2_s1
Wt,3,1,ch4,-0.02457046407840868,0.01824536531272407,240914,302.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,3.8,5.3,5.3,25.4,2.520869709,4.980869709,0.004980869709,-1.638975830929222,nmol_m2_s1
Wt,3,2,ch4,-0.02740915925820404,0.05252750766625923,240914,303.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.7,4,4.8,25.4,2.254848282,4.714848282,0.004714848282,-1.7266850531665845,nmol_m2_s1
Wt,3,3,ch4,-0.03192178867573116,0.0947184519317644,240914,305.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.8,4.9,4.5,25.4,2.394192839,4.854192839,0.004854192839,-2.051109036042686,nmol_m2_s1
Wt,3,4,ch4,-0.02669450663553934,0.04521743983273061,240914,306.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.5,4.8,5.2,25.4,2.533537395,4.993537395,0.004993537395,-1.762167510613133,nmol_m2_s1
Wt,4,1,ch4,-0.03195352008920626,0.1403682996816666,240914,301.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,3.5,4.5,25.4,2.216845221,4.676845221,0.004676845221,-2.0053418077041703,nmol_m2_s1
Wt,4,2,ch4,-0.03226659436276049,0.08558549075707098,240914,305.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6,6,6,25.4,3.014909501,5.474909501,0.005474909501,-2.3448929789586237,nmol_m2_s1
Wt,4,3,ch4,-0.02745330911687264,0.11960732477797792,240914,305.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.5,4.3,6,25.4,2.546205082,5.006205082,0.005006205082,-1.824001161994062,nmol_m2_s1
Wt,4,4,ch4,-0.03009391011181249,0.05032881465528375,240914,306.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5.9,25.4,3.027577188,5.487577188,0.005487577188,-2.1816886087330976,nmol_m2_s1
NWd,1,1,n2o,-4.430088716336555e-4,0.8421785843241949,240914,298.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.5,5,9,25.4,4.116998268,6.576998268,0.006576998268,-0.03957029779480217,nmol_m2_s1
NWd,1,2,n2o,-0.00370683541539557,0.14353138202108096,240914,298.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,9,12,25.4,6.080489749,8.540489749,0.008540489749,-0.4298031642385915,nmol_m2_s1
NWd,1,3,n2o,-0.00266281345015408,0.06354906295494274,240914,298.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,6.5,11.5,25.4,4.560367312,7.020367312,0.007020367312,-0.2537530701174772,nmol_m2_s1
NWd,1,4,n2o,-0.00381374007198709,0.5035935318480005,240914,300.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8.5,7,11.5,25.4,4.940397921,7.400397921,0.007400397921,-0.3801729105511967,nmol_m2_s1
NWd,2,1,n2o,-0.00563947127423368,0.4136787748730396,240914,299.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11,12,13,25.4,6.333843489,8.793843489,0.008793843489,-0.6699184062407809,nmol_m2_s1
